,region,Year,population
1039,MENA,1300,28336971.0
1040,MENA,1400,25146146.0
1041,MENA,1500,26040618.0
1042,MENA,1600,32604442.0
1043,MENA,1700,30553614.0
1044,MENA,1710,30919278.0
1045,MENA,1720,31294833.0
1046,MENA,1730,31677123.0
1047,MENA,1740,32066487.0
1048,MENA,1750,32463217.0
1049,MENA,1760,32867690.0
1050,MENA,1770,33280313.0
1051,MENA,1780,33701633.0
1052,MENA,1790,34131993.0
1053,MENA,1800,33511077.0
1054,MENA,1801,33622079.0
1055,MENA,1802,33734401.0
1056,MENA,1803,33847297.0
1057,MENA,1804,33960773.0
1058,MENA,1805,34074833.0
1059,MENA,1806,34189476.0
1060,MENA,1807,34304711.0
1061,MENA,1808,34420540.0
1062,MENA,1809,34536969.0
1063,MENA,1810,34655749.0
1064,MENA,1811,34773481.0
1065,MENA,1812,34893408.0
1066,MENA,1813,35014787.0
1067,MENA,1814,35137635.0
1068,MENA,1815,35261956.0
1069,MENA,1816,35387758.0
1070,MENA,1817,35515049.0
1071,MENA,1818,35643839.0
1072,MENA,1819,35769329.0
1073,MENA,1820,35892222.0
1074,MENA,1821,36002082.0
1075,MENA,1822,36108438.0
1076,MENA,1823,36226448.0
1077,MENA,1824,36344965.0
1078,MENA,1825,36463996.0
1079,MENA,1826,36583542.0
1080,MENA,1827,36703604.0
1081,MENA,1828,36824185.0
1082,MENA,1829,36945288.0
1083,MENA,1830,37067673.0
1084,MENA,1831,37189075.0
1085,MENA,1832,37311712.0
1086,MENA,1833,37434833.0
1087,MENA,1834,37558440.0
1088,MENA,1835,37682533.0
1089,MENA,1836,37807120.0
1090,MENA,1837,37932196.0
1091,MENA,1838,38057769.0
1092,MENA,1839,38202564.0
1093,MENA,1840,38367868.0
1094,MENA,1841,38551973.0
1095,MENA,1842,38757718.0
1096,MENA,1843,38984898.0
1097,MENA,1844,39215347.0
1098,MENA,1845,39449144.0
1099,MENA,1846,39686355.0
1100,MENA,1847,39927052.0
1101,MENA,1848,40171311.0
1102,MENA,1849,40413988.0
1103,MENA,1850,40655520.0
1104,MENA,1851,40885336.0
1105,MENA,1852,41113217.0
1106,MENA,1853,41339434.0
1107,MENA,1854,41567460.0
1108,MENA,1855,41797306.0
1109,MENA,1856,42028990.0
1110,MENA,1857,42262521.0
1111,MENA,1858,42497923.0
1112,MENA,1859,42740183.0
1113,MENA,1860,42990241.0
1114,MENA,1861,43245918.0
1115,MENA,1862,43509651.0
1116,MENA,1863,43780827.0
1117,MENA,1864,44054600.0
1118,MENA,1865,44330996.0
1119,MENA,1866,44610056.0
1120,MENA,1867,44891810.0
1121,MENA,1868,45176303.0
1122,MENA,1869,45460499.0
1123,MENA,1870,45745066.0
1124,MENA,1871,46027047.0
1125,MENA,1872,46309493.0
1126,MENA,1873,46591121.0
1127,MENA,1874,46874917.0
1128,MENA,1875,47160909.0
1129,MENA,1876,47449113.0
1130,MENA,1877,47739548.0
1131,MENA,1878,48032237.0
1132,MENA,1879,48333247.0
1133,MENA,1880,48643531.0
1134,MENA,1881,48960815.0
1135,MENA,1882,49287670.0
1136,MENA,1883,49623442.0
1137,MENA,1884,49962225.0
1138,MENA,1885,50304049.0
1139,MENA,1886,50648945.0
1140,MENA,1887,50996947.0
1141,MENA,1888,51348084.0
1142,MENA,1889,51725016.0
1143,MENA,1890,52129127.0
1144,MENA,1891,52558537.0
1145,MENA,1892,53016309.0
1146,MENA,1893,53502237.0
1147,MENA,1894,53994237.0
1148,MENA,1895,54492412.0
1149,MENA,1896,54996863.0
1150,MENA,1897,55507680.0
1151,MENA,1898,56024968.0
1152,MENA,1899,56567526.0
1153,MENA,1900,57136499.0
1154,MENA,1901,57729667.0
1155,MENA,1902,58349861.0
1156,MENA,1903,58996548.0
1157,MENA,1904,59651445.0
1158,MENA,1905,60314668.0
1159,MENA,1906,60986763.0
1160,MENA,1907,61667424.0
1161,MENA,1908,62356776.0
1162,MENA,1909,62911354.0
1163,MENA,1910,63331217.0
1164,MENA,1911,63617010.0
1165,MENA,1912,63769374.0
1166,MENA,1913,63785931.0
1167,MENA,1914,63808401.0
1168,MENA,1915,63836736.0
1169,MENA,1916,63870902.0
1170,MENA,1917,63914465.0
1171,MENA,1918,63984574.0
1172,MENA,1919,64225374.0
1173,MENA,1920,64640083.0
1174,MENA,1921,65220902.0
1175,MENA,1922,65975501.0
1176,MENA,1923,66903973.0
1177,MENA,1924,67851626.0
1178,MENA,1925,68818153.0
1179,MENA,1926,69804050.0
1180,MENA,1927,70809830.0
1181,MENA,1928,71836029.0
1182,MENA,1929,72891823.0
1183,MENA,1930,73980523.0
1184,MENA,1931,75093281.0
1185,MENA,1932,76244040.0
1186,MENA,1933,77429357.0
1187,MENA,1934,78642693.0
1188,MENA,1935,79874184.0
1189,MENA,1936,81121193.0
1190,MENA,1937,82379374.0
1191,MENA,1938,83661867.0
1192,MENA,1939,84998332.0
1193,MENA,1940,86397385.0
1194,MENA,1941,87833548.0
1195,MENA,1942,89335486.0
1196,MENA,1943,90900205.0
1197,MENA,1944,92500976.0
1198,MENA,1945,94137576.0
1199,MENA,1946,95805246.0
1200,MENA,1947,97504044.0
1201,MENA,1948,99234077.0
1202,MENA,1949,101169486.0
1203,MENA,1950,103523322.0
1204,MENA,1951,106003981.0
1205,MENA,1952,108619929.0
1206,MENA,1953,111359523.0
1207,MENA,1954,114152871.0
1208,MENA,1955,116993388.0
1209,MENA,1956,119994121.0
1210,MENA,1957,123126995.0
1211,MENA,1958,126279851.0
1212,MENA,1959,129550174.0
1213,MENA,1960,132951973.0
1214,MENA,1961,136437699.0
1215,MENA,1962,140080692.0
1216,MENA,1963,143878922.0
1217,MENA,1964,147785144.0
1218,MENA,1965,151776891.0
1219,MENA,1966,155940311.0
1220,MENA,1967,160300682.0
1221,MENA,1968,164777861.0
1222,MENA,1969,169357573.0
1223,MENA,1970,174033200.0
1224,MENA,1971,178800029.0
1225,MENA,1972,183683098.0
1226,MENA,1973,188722257.0
1227,MENA,1974,193932754.0
1228,MENA,1975,199488779.0
1229,MENA,1976,205731753.0
1230,MENA,1977,212129722.0
1231,MENA,1978,218009683.0
1232,MENA,1979,224133660.0
1233,MENA,1980,230907094.0
1234,MENA,1981,238447087.0
1235,MENA,1982,246229429.0
1236,MENA,1983,253872805.0
1237,MENA,1984,261814865.0
1238,MENA,1985,269792374.0
1239,MENA,1986,277875820.0
1240,MENA,1987,286033229.0
1241,MENA,1988,294098105.0
1242,MENA,1989,302202580.0
1243,MENA,1990,310065053.0
1244,MENA,1991,318098254.0
1245,MENA,1992,326256134.0
1246,MENA,1993,333506290.0
1247,MENA,1994,340512262.0
1248,MENA,1995,347744079.0
1249,MENA,1996,354921823.0
1250,MENA,1997,362187248.0
1251,MENA,1998,369521135.0
1252,MENA,1999,376873304.0
1253,MENA,2000,384335094.0
1254,MENA,2001,391920284.0
1255,MENA,2002,399071425.0
1256,MENA,2003,406204383.0
1257,MENA,2004,413946019.0
1258,MENA,2005,422276476.0
1259,MENA,2006,431336517.0
1260,MENA,2007,440885552.0
1261,MENA,2008,450688292.0
1262,MENA,2009,460566837.0
1263,MENA,2010,470183524.0
1264,MENA,2011,479194175.0
1265,MENA,2012,488352511.0
1266,MENA,2013,498303922.0
1267,MENA,2014,508686308.0
1268,MENA,2015,519035415.0
1269,MENA,2016,528803503.0
1270,MENA,2017,537828070.0
1271,MENA,2018,546683161.0
1272,MENA,2019,555428731.0
1273,MENA,2020,562811208.0
1274,MENA,2021,569630996.0
1275,MENA,2022,577232083.0
1276,MENA,2023,585124420.0
1277,MENA,2024,593038615.0
1278,MENA,2025,600867855.0
1279,MENA,2026,608559828.0
1280,MENA,2027,616133205.0
1281,MENA,2028,623601428.0
1282,MENA,2029,630977169.0
1283,MENA,2030,638266431.0
1284,MENA,2031,645475551.0
1285,MENA,2032,652634381.0
1286,MENA,2033,659763955.0
1287,MENA,2034,666869713.0
1288,MENA,2035,673943073.0
1289,MENA,2036,680974381.0
1290,MENA,2037,687959658.0
1291,MENA,2038,694888618.0
1292,MENA,2039,701754349.0
1293,MENA,2040,708548277.0
1294,MENA,2041,715270016.0
1295,MENA,2042,721904460.0
1296,MENA,2043,728435438.0
1297,MENA,2044,734848583.0
1298,MENA,2045,741132995.0
1299,MENA,2046,747294606.0
1300,MENA,2047,753316116.0
1301,MENA,2048,759161996.0
1302,MENA,2049,764826700.0
1303,MENA,2050,770320321.0
1304,MENA,2051,775622816.0
1305,MENA,2052,780738848.0
1306,MENA,2053,785673875.0
1307,MENA,2054,790409896.0
1308,MENA,2055,794948123.0
1309,MENA,2056,799304307.0
1310,MENA,2057,803486319.0
1311,MENA,2058,807489106.0
1312,MENA,2059,811313526.0
1313,MENA,2060,814966824.0
1314,MENA,2061,818459835.0
1315,MENA,2062,821799631.0
1316,MENA,2063,824985948.0
1317,MENA,2064,828021382.0
1318,MENA,2065,830908005.0
1319,MENA,2066,833661700.0
1320,MENA,2067,836294372.0
1321,MENA,2068,838805322.0
1322,MENA,2069,841196525.0
1323,MENA,2070,843471458.0
1324,MENA,2071,845645260.0
1325,MENA,2072,847721359.0
1326,MENA,2073,849691964.0
1327,MENA,2074,851557542.0
1328,MENA,2075,853328343.0
1329,MENA,2076,855001829.0
1330,MENA,2077,856572144.0
1331,MENA,2078,858045954.0
1332,MENA,2079,859433003.0
1333,MENA,2080,860737489.0
1334,MENA,2081,861965681.0
1335,MENA,2082,863119032.0
1336,MENA,2083,864191550.0
1337,MENA,2084,865179889.0
1338,MENA,2085,866091314.0
1339,MENA,2086,866925080.0
1340,MENA,2087,867675667.0
1341,MENA,2088,868339236.0
1342,MENA,2089,868914978.0
1343,MENA,2090,869401617.0
1344,MENA,2091,869793940.0
1345,MENA,2092,870093466.0
1346,MENA,2093,870301059.0
1347,MENA,2094,870414852.0
1348,MENA,2095,870429996.0
1349,MENA,2096,870345352.0
1350,MENA,2097,870155705.0
1351,MENA,2098,869865681.0
1352,MENA,2099,869478355.0
1353,MENA,2100,868988938.0
1354,Other N. America,400,0.0
1355,Other N. America,500,0.0
1356,Other N. America,600,0.0
1357,Other N. America,700,1.0
1358,Other N. America,800,3.0
1359,Other N. America,900,6.0
1360,Other N. America,1000,1062.0
1361,Other N. America,1100,1097.0
1362,Other N. America,1200,1143.0
1363,Other N. America,1300,1217.0
1364,Other N. America,1400,1342.0
1365,Other N. America,1500,1569.0
1366,Other N. America,1600,2000.0
1367,Other N. America,1700,2839.0
1368,Other N. America,1710,3124.0
1369,Other N. America,1720,3439.0
1370,Other N. America,1730,12561.0
1371,Other N. America,1740,4171.0
1372,Other N. America,1750,4596.0
1373,Other N. America,1760,5067.0
1374,Other N. America,1770,5589.0
1375,Other N. America,1780,6166.0
1376,Other N. America,1790,6805.0
1377,Other N. America,1800,17205.0
1378,Other N. America,1810,8298.0
1379,Other N. America,1820,8980.0
1380,Other N. America,1822,10000.0
1381,Other N. America,1830,9735.0
1382,Other N. America,1833,9125.0
1383,Other N. America,1834,8118.0
1384,Other N. America,1840,10573.0
1385,Other N. America,1843,10000.0
1386,Other N. America,1850,11502.0
1387,Other N. America,1851,11000.0
1388,Other N. America,1860,12534.0
1389,Other N. America,1861,12000.0
1390,Other N. America,1870,13688.0
1391,Other N. America,1871,12000.0
1392,Other N. America,1880,14971.0
1393,Other N. America,1881,14000.0
1394,Other N. America,1890,16401.0
1395,Other N. America,1891,15000.0
1396,Other N. America,1900,17993.0
1397,Other N. America,1901,18000.0
1398,Other N. America,1910,19768.0
1399,Other N. America,1911,19000.0
1400,Other N. America,1920,21095.0
1401,Other N. America,1921,20000.0
1402,Other N. America,1930,22646.0
1403,Other N. America,1931,28000.0
1404,Other N. America,1939,31000.0
1405,Other N. America,1940,24463.0
1406,Other N. America,1950,64807.0
1407,Other N. America,1951,65723.0
1408,Other N. America,1952,66772.0
1409,Other N. America,1953,67851.0
1410,Other N. America,1954,69013.0
1411,Other N. America,1955,70230.0
1412,Other N. America,1956,71662.0
1413,Other N. America,1957,73341.0
1414,Other N. America,1958,75184.0
1415,Other N. America,1959,77124.0
1416,Other N. America,1960,79138.0
1417,Other N. America,1961,81311.0
1418,Other N. America,1962,83590.0
1419,Other N. America,1963,85931.0
1420,Other N. America,1964,88341.0
1421,Other N. America,1965,90821.0
1422,Other N. America,1966,93374.0
1423,Other N. America,1967,95883.0
1424,Other N. America,1968,98338.0
1425,Other N. America,1969,100766.0
1426,Other N. America,1970,103056.0
1427,Other N. America,1971,104717.0
1428,Other N. America,1972,105778.0
1429,Other N. America,1973,106779.0
1430,Other N. America,1974,107681.0
1431,Other N. America,1975,108418.0
1432,Other N. America,1976,108989.0
1433,Other N. America,1977,109259.0
1434,Other N. America,1978,109321.0
1435,Other N. America,1979,109366.0
1436,Other N. America,1980,109836.0
1437,Other N. America,1981,110783.0
1438,Other N. America,1982,111829.0
1439,Other N. America,1983,112935.0
1440,Other N. America,1984,114078.0
1441,Other N. America,1985,115124.0
1442,Other N. America,1986,116047.0
1443,Other N. America,1987,116980.0
1444,Other N. America,1988,117899.0
1445,Other N. America,1989,118797.0
1446,Other N. America,1990,119451.0
1447,Other N. America,1991,119946.0
1448,Other N. America,1992,120444.0
1449,Other N. America,1993,120915.0
1450,Other N. America,1994,121287.0
1451,Other N. America,1995,121732.0
1452,Other N. America,1996,122271.0
1453,Other N. America,1997,122755.0
1454,Other N. America,1998,123135.0
1455,Other N. America,1999,123452.0
1456,Other N. America,2000,123894.0
1457,Other N. America,2001,124469.0
1458,Other N. America,2002,125011.0
1459,Other N. America,2003,125466.0
1460,Other N. America,2004,125833.0
1461,Other N. America,2005,126024.0
1462,Other N. America,2006,126036.0
1463,Other N. America,2007,125999.0
1464,Other N. America,2008,125962.0
1465,Other N. America,2009,125913.0
1466,Other N. America,2010,125915.0
1467,Other N. America,2011,125930.0
1468,Other N. America,2012,125846.0
1469,Other N. America,2013,125670.0
1470,Other N. America,2014,125360.0
1471,Other N. America,2015,125082.0
1472,Other N. America,2016,125021.0
1473,Other N. America,2017,125226.0
1474,Other N. America,2018,125514.0
1475,Other N. America,2019,125740.0
1476,Other N. America,2020,126030.0
1477,Other N. America,2021,126384.0
1478,Other N. America,2022,126586.0
1479,Other N. America,2023,126625.0
1480,Other N. America,2024,126611.0
1481,Other N. America,2025,126555.0
1482,Other N. America,2026,126452.0
1483,Other N. America,2027,126306.0
1484,Other N. America,2028,126124.0
1485,Other N. America,2029,125917.0
1486,Other N. America,2030,125688.0
1487,Other N. America,2031,125397.0
1488,Other N. America,2032,125087.0
1489,Other N. America,2033,124748.0
1490,Other N. America,2034,124373.0
1491,Other N. America,2035,123979.0
1492,Other N. America,2036,123578.0
1493,Other N. America,2037,123132.0
1494,Other N. America,2038,122658.0
1495,Other N. America,2039,122168.0
1496,Other N. America,2040,121653.0
1497,Other N. America,2041,121122.0
1498,Other N. America,2042,120570.0
1499,Other N. America,2043,119978.0
1500,Other N. America,2044,119356.0
1501,Other N. America,2045,118727.0
1502,Other N. America,2046,118069.0
1503,Other N. America,2047,117390.0
1504,Other N. America,2048,116708.0
1505,Other N. America,2049,116000.0
1506,Other N. America,2050,115270.0
1507,Other N. America,2051,114523.0
1508,Other N. America,2052,113771.0
1509,Other N. America,2053,113000.0
1510,Other N. America,2054,112202.0
1511,Other N. America,2055,111428.0
1512,Other N. America,2056,110629.0
1513,Other N. America,2057,109826.0
1514,Other N. America,2058,109022.0
1515,Other N. America,2059,108230.0
1516,Other N. America,2060,107438.0
1517,Other N. America,2061,106652.0
1518,Other N. America,2062,105875.0
1519,Other N. America,2063,105116.0
1520,Other N. America,2064,104340.0
1521,Other N. America,2065,103573.0
1522,Other N. America,2066,102818.0
1523,Other N. America,2067,102087.0
1524,Other N. America,2068,101344.0
1525,Other N. America,2069,100637.0
1526,Other N. America,2070,99930.0
1527,Other N. America,2071,99220.0
1528,Other N. America,2072,98522.0
1529,Other N. America,2073,97828.0
1530,Other N. America,2074,97151.0
1531,Other N. America,2075,96480.0
1532,Other N. America,2076,95820.0
1533,Other N. America,2077,95172.0
1534,Other N. America,2078,94536.0
1535,Other N. America,2079,93894.0
1536,Other N. America,2080,93268.0
1537,Other N. America,2081,92653.0
1538,Other N. America,2082,92043.0
1539,Other N. America,2083,91442.0
1540,Other N. America,2084,90840.0
1541,Other N. America,2085,90244.0
1542,Other N. America,2086,89670.0
1543,Other N. America,2087,89089.0
1544,Other N. America,2088,88507.0
1545,Other N. America,2089,87927.0
1546,Other N. America,2090,87329.0
1547,Other N. America,2091,86746.0
1548,Other N. America,2092,86157.0
1549,Other N. America,2093,85565.0
1550,Other N. America,2094,84954.0
1551,Other N. America,2095,84354.0
1552,Other N. America,2096,83735.0
1553,Other N. America,2097,83112.0
1554,Other N. America,2098,82485.0
1555,Other N. America,2099,81862.0
1556,Other N. America,2100,81231.0
1557,Other Oceania,-10000,10416.0
1558,Other Oceania,-9000,15625.0
1559,Other Oceania,-8000,23442.0
1560,Other Oceania,-7000,35171.0
1561,Other Oceania,-6000,52771.0
1562,Other Oceania,-5000,79185.0
1563,Other Oceania,-4000,118835.0
1564,Other Oceania,-3000,178365.0
1565,Other Oceania,-2000,267771.0
1566,Other Oceania,-1000,411373.0
1567,Other Oceania,0,615488.0
1568,Other Oceania,100,645708.0
1569,Other Oceania,200,677473.0
1570,Other Oceania,300,710871.0
1571,Other Oceania,400,745998.0
1572,Other Oceania,500,782952.0
1573,Other Oceania,600,821860.0
1574,Other Oceania,700,862835.0
1575,Other Oceania,800,906024.0
1576,Other Oceania,900,951595.0
1577,Other Oceania,1000,999736.0
1578,Other Oceania,1100,1050686.0
1579,Other Oceania,1200,1104733.0
1580,Other Oceania,1300,1163023.0
1581,Other Oceania,1400,1225704.0
1582,Other Oceania,1500,1293652.0
1583,Other Oceania,1600,1368110.0
1584,Other Oceania,1700,1535281.0
1585,Other Oceania,1710,1462594.0
1586,Other Oceania,1720,1474889.0
1587,Other Oceania,1730,1487820.0
1588,Other Oceania,1740,1501463.0
1589,Other Oceania,1750,1515912.0
1590,Other Oceania,1760,1531297.0
1591,Other Oceania,1770,1547760.0
1592,Other Oceania,1780,1565480.0
1593,Other Oceania,1788,4000.0
1594,Other Oceania,1790,1584679.0
1595,Other Oceania,1800,1216167.0
1596,Other Oceania,1801,1084719.0
1597,Other Oceania,1802,1084936.0
1598,Other Oceania,1803,1085153.0
1599,Other Oceania,1804,1085371.0
1600,Other Oceania,1805,1085589.0
1601,Other Oceania,1806,1085808.0
1602,Other Oceania,1807,1086027.0
1603,Other Oceania,1808,1086247.0
1604,Other Oceania,1809,1086467.0
1605,Other Oceania,1810,1127583.0
1606,Other Oceania,1811,1086907.0
1607,Other Oceania,1812,1087128.0
1608,Other Oceania,1813,1087351.0
1609,Other Oceania,1814,1087573.0
1610,Other Oceania,1815,1087795.0
1611,Other Oceania,1816,1088018.0
1612,Other Oceania,1817,1088241.0
1613,Other Oceania,1818,1088465.0
1614,Other Oceania,1819,1088990.0
1615,Other Oceania,1820,1140070.0
1616,Other Oceania,1821,1090959.0
1617,Other Oceania,1822,1092407.0
1618,Other Oceania,1823,1094167.0
1619,Other Oceania,1824,1095943.0
1620,Other Oceania,1825,1097732.0
1621,Other Oceania,1826,1099537.0
1622,Other Oceania,1827,1101358.0
1623,Other Oceania,1828,1103191.0
1624,Other Oceania,1829,1105041.0
1625,Other Oceania,1830,1152472.0
1626,Other Oceania,1831,1108787.0
1627,Other Oceania,1832,1110686.0
1628,Other Oceania,1833,1112598.0
1629,Other Oceania,1834,1114527.0
1630,Other Oceania,1835,1116473.0
1631,Other Oceania,1836,1118435.0
1632,Other Oceania,1837,1120413.0
1633,Other Oceania,1838,1122410.0
1634,Other Oceania,1839,1124317.0
1635,Other Oceania,1840,1174227.0
1636,Other Oceania,1841,1127853.0
1637,Other Oceania,1842,1129484.0
1638,Other Oceania,1843,1215027.0
1639,Other Oceania,1844,1132588.0
1640,Other Oceania,1845,1134166.0
1641,Other Oceania,1846,1135767.0
1642,Other Oceania,1847,1137386.0
1643,Other Oceania,1848,1139023.0
1644,Other Oceania,1849,1140615.0
1645,Other Oceania,1850,1305927.0
1646,Other Oceania,1851,1148439.0
1647,Other Oceania,1852,1154671.0
1648,Other Oceania,1853,1160859.0
1649,Other Oceania,1854,1167071.0
1650,Other Oceania,1855,1173308.0
1651,Other Oceania,1856,1179567.0
1652,Other Oceania,1857,1185854.0
1653,Other Oceania,1858,1192161.0
1654,Other Oceania,1859,1198496.0
1655,Other Oceania,1860,1258443.0
1656,Other Oceania,1861,1211236.0
1657,Other Oceania,1862,1217645.0
1658,Other Oceania,1863,1224081.0
1659,Other Oceania,1864,1230543.0
1660,Other Oceania,1865,1237029.0
1661,Other Oceania,1866,1243544.0
1662,Other Oceania,1867,1250084.0
1663,Other Oceania,1868,1256652.0
1664,Other Oceania,1869,1263250.0
1665,Other Oceania,1870,1325685.0
1666,Other Oceania,1871,1276524.0
1667,Other Oceania,1872,1283205.0
1668,Other Oceania,1873,1289914.0
1669,Other Oceania,1874,1296651.0
1670,Other Oceania,1875,1303418.0
1671,Other Oceania,1876,1310218.0
1672,Other Oceania,1877,1317044.0
1673,Other Oceania,1878,1323903.0
1674,Other Oceania,1879,1330735.0
1675,Other Oceania,1880,1395699.0
1676,Other Oceania,1881,1344318.0
1677,Other Oceania,1882,1351070.0
1678,Other Oceania,1883,1357800.0
1679,Other Oceania,1884,1364568.0
1680,Other Oceania,1885,1371368.0
1681,Other Oceania,1886,1378203.0
1682,Other Oceania,1887,1385077.0
1683,Other Oceania,1888,1391991.0
1684,Other Oceania,1889,1399030.0
1685,Other Oceania,1890,1466851.0
1686,Other Oceania,1891,1413520.0
1687,Other Oceania,1892,1420965.0
1688,Other Oceania,1893,1428543.0
1689,Other Oceania,1894,1436158.0
1690,Other Oceania,1895,1443812.0
1691,Other Oceania,1896,1451500.0
1692,Other Oceania,1897,1459231.0
1693,Other Oceania,1898,1467001.0
1694,Other Oceania,1899,1475391.0
1695,Other Oceania,1900,1596703.0
1696,Other Oceania,1901,1504065.0
1697,Other Oceania,1902,1512569.0
1698,Other Oceania,1903,1515327.0
1699,Other Oceania,1904,1526362.0
1700,Other Oceania,1905,1537485.0
1701,Other Oceania,1906,1557192.0
1702,Other Oceania,1907,1559983.0
1703,Other Oceania,1908,1571360.0
1704,Other Oceania,1909,1571773.0
1705,Other Oceania,1910,1639599.0
1706,Other Oceania,1911,1549706.0
1707,Other Oceania,1912,1510450.0
1708,Other Oceania,1913,1470171.0
1709,Other Oceania,1914,1431738.0
1710,Other Oceania,1915,1395082.0
1711,Other Oceania,1916,1368935.0
1712,Other Oceania,1917,1326824.0
1713,Other Oceania,1918,1291957.0
1714,Other Oceania,1919,1266200.0
1715,Other Oceania,1920,1332299.0
1716,Other Oceania,1921,1250333.0
1717,Other Oceania,1922,1240675.0
1718,Other Oceania,1923,1248531.0
1719,Other Oceania,1924,1256886.0
1720,Other Oceania,1925,1265746.0
1721,Other Oceania,1926,1321099.0
1722,Other Oceania,1927,1284944.0
1723,Other Oceania,1928,1295280.0
1724,Other Oceania,1929,1311246.0
1725,Other Oceania,1930,1424689.0
1726,Other Oceania,1931,1401945.0
1727,Other Oceania,1932,1397642.0
1728,Other Oceania,1933,1440901.0
1729,Other Oceania,1934,1487096.0
1730,Other Oceania,1935,1536292.0
1731,Other Oceania,1936,1644573.0
1732,Other Oceania,1937,1644015.0
1733,Other Oceania,1938,1702726.0
1734,Other Oceania,1939,1764362.0
1735,Other Oceania,1940,1927123.0
1736,Other Oceania,1941,1896772.0
1737,Other Oceania,1942,1967750.0
1738,Other Oceania,1943,2042059.0
1739,Other Oceania,1944,2120268.0
1740,Other Oceania,1945,2216544.0
1741,Other Oceania,1946,2344067.0
1742,Other Oceania,1947,2380024.0
1743,Other Oceania,1948,2475618.0
1744,Other Oceania,1949,2566323.0
1745,Other Oceania,1950,2489250.0
1746,Other Oceania,1951,2538386.0
1747,Other Oceania,1952,2592560.0
1748,Other Oceania,1953,2653874.0
1749,Other Oceania,1954,2719472.0
1750,Other Oceania,1955,2789248.0
1751,Other Oceania,1956,2863478.0
1752,Other Oceania,1957,2941419.0
1753,Other Oceania,1958,3022422.0
1754,Other Oceania,1959,3106002.0
1755,Other Oceania,1960,3191904.0
1756,Other Oceania,1961,3276310.0
1757,Other Oceania,1962,3358823.0
1758,Other Oceania,1963,3442474.0
1759,Other Oceania,1964,3526461.0
1760,Other Oceania,1965,3611697.0
1761,Other Oceania,1966,3699015.0
1762,Other Oceania,1967,3786352.0
1763,Other Oceania,1968,3874303.0
1764,Other Oceania,1969,3965855.0
1765,Other Oceania,1970,4061576.0
1766,Other Oceania,1971,4160328.0
1767,Other Oceania,1972,4259852.0
1768,Other Oceania,1973,4358809.0
1769,Other Oceania,1974,4457120.0
1770,Other Oceania,1975,4555477.0
1771,Other Oceania,1976,4654871.0
1772,Other Oceania,1977,4755340.0
1773,Other Oceania,1978,4856892.0
1774,Other Oceania,1979,4960338.0
1775,Other Oceania,1980,5067137.0
1776,Other Oceania,1981,5178154.0
1777,Other Oceania,1982,5292253.0
1778,Other Oceania,1983,5408537.0
1779,Other Oceania,1984,5527915.0
1780,Other Oceania,1985,5650867.0
1781,Other Oceania,1986,5775578.0
1782,Other Oceania,1987,5900982.0
1783,Other Oceania,1988,6026708.0
1784,Other Oceania,1989,6155803.0
1785,Other Oceania,1990,6298821.0
1786,Other Oceania,1991,6461779.0
1787,Other Oceania,1992,6642402.0
1788,Other Oceania,1993,6833492.0
1789,Other Oceania,1994,7028876.0
1790,Other Oceania,1995,7228576.0
1791,Other Oceania,1996,7438761.0
1792,Other Oceania,1997,7660596.0
1793,Other Oceania,1998,7887829.0
1794,Other Oceania,1999,8119141.0
1795,Other Oceania,2000,8349899.0
1796,Other Oceania,2001,8577211.0
1797,Other Oceania,2002,8805919.0
1798,Other Oceania,2003,9037897.0
1799,Other Oceania,2004,9272314.0
1800,Other Oceania,2005,9508851.0
1801,Other Oceania,2006,9748857.0
1802,Other Oceania,2007,9991847.0
1803,Other Oceania,2008,10237000.0
1804,Other Oceania,2009,10484833.0
1805,Other Oceania,2010,10737598.0
1806,Other Oceania,2011,10992163.0
1807,Other Oceania,2012,11244209.0
1808,Other Oceania,2013,11495354.0
1809,Other Oceania,2014,11745564.0
1810,Other Oceania,2015,11992813.0
1811,Other Oceania,2016,12237446.0
1812,Other Oceania,2017,12480678.0
1813,Other Oceania,2018,12722274.0
1814,Other Oceania,2019,12962273.0
1815,Other Oceania,2020,13202575.0
1816,Other Oceania,2021,13441241.0
1817,Other Oceania,2022,13676161.0
1818,Other Oceania,2023,13908879.0
1819,Other Oceania,2024,14140119.0
1820,Other Oceania,2025,14371013.0
1821,Other Oceania,2026,14601703.0
1822,Other Oceania,2027,14831305.0
1823,Other Oceania,2028,15059805.0
1824,Other Oceania,2029,15287491.0
1825,Other Oceania,2030,15514229.0
1826,Other Oceania,2031,15740412.0
1827,Other Oceania,2032,15966088.0
1828,Other Oceania,2033,16190515.0
1829,Other Oceania,2034,16413233.0
1830,Other Oceania,2035,16634526.0
1831,Other Oceania,2036,16854417.0
1832,Other Oceania,2037,17072818.0
1833,Other Oceania,2038,17289682.0
1834,Other Oceania,2039,17504359.0
1835,Other Oceania,2040,17716930.0
1836,Other Oceania,2041,17927341.0
1837,Other Oceania,2042,18134882.0
1838,Other Oceania,2043,18340059.0
1839,Other Oceania,2044,18541818.0
1840,Other Oceania,2045,18740575.0
1841,Other Oceania,2046,18937475.0
1842,Other Oceania,2047,19131395.0
1843,Other Oceania,2048,19322072.0
1844,Other Oceania,2049,19509185.0
1845,Other Oceania,2050,19692834.0
1846,Other Oceania,2051,19873049.0
1847,Other Oceania,2052,20049799.0
