,region,Year,population
2572,W. Europe,-10000,72017.0
2573,W. Europe,-9000,101387.0
2574,W. Europe,-8000,143823.0
2575,W. Europe,-7000,205604.0
2576,W. Europe,-6000,297080.0
2577,W. Europe,-5000,450227.0
2578,W. Europe,-4000,856865.0
2579,W. Europe,-3000,1655567.0
2580,W. Europe,-2000,4165251.0
2581,W. Europe,-1000,8697713.0
2582,W. Europe,0,25315107.0
2583,W. Europe,100,26359420.0
2584,W. Europe,200,27331829.0
2585,W. Europe,300,25789477.0
2586,W. Europe,400,24251273.0
2587,W. Europe,500,20645104.0
2588,W. Europe,600,16889016.0
2589,W. Europe,700,18610710.0
2590,W. Europe,800,20626572.0
2591,W. Europe,900,23059758.0
2592,W. Europe,1000,25664397.0
2593,W. Europe,1100,31181829.0
2594,W. Europe,1200,42301660.0
2595,W. Europe,1300,61634406.0
2596,W. Europe,1400,40716636.0
2597,W. Europe,1500,53418762.0
2598,W. Europe,1600,70155073.0
2599,W. Europe,1700,79557012.0
2600,W. Europe,1710,84765445.0
2601,W. Europe,1720,88287392.0
2602,W. Europe,1730,91961739.0
2603,W. Europe,1740,95614024.0
2604,W. Europe,1750,99267819.0
2605,W. Europe,1760,102961675.0
2606,W. Europe,1770,106660700.0
2607,W. Europe,1780,110783773.0
2608,W. Europe,1790,115314581.0
2609,W. Europe,1800,114080161.0
2610,W. Europe,1801,114816425.0
2611,W. Europe,1802,115596484.0
2612,W. Europe,1803,116385471.0
2613,W. Europe,1804,117183513.0
2614,W. Europe,1805,117990731.0
2615,W. Europe,1806,118807254.0
2616,W. Europe,1807,119633218.0
2617,W. Europe,1808,120468747.0
2618,W. Europe,1809,121313977.0
2619,W. Europe,1810,122570896.0
2620,W. Europe,1811,123840798.0
2621,W. Europe,1812,125276019.0
2622,W. Europe,1813,126884441.0
2623,W. Europe,1814,128549264.0
2624,W. Europe,1815,130273392.0
2625,W. Europe,1816,132059908.0
2626,W. Europe,1817,133912049.0
2627,W. Europe,1818,135833253.0
2628,W. Europe,1819,137648744.0
2629,W. Europe,1820,139383816.0
2630,W. Europe,1821,140919583.0
2631,W. Europe,1822,142351752.0
2632,W. Europe,1823,143631761.0
2633,W. Europe,1824,144924567.0
2634,W. Europe,1825,146230300.0
2635,W. Europe,1826,147549107.0
2636,W. Europe,1827,148881129.0
2637,W. Europe,1828,150226519.0
2638,W. Europe,1829,151539582.0
2639,W. Europe,1830,152822696.0
2640,W. Europe,1831,154065821.0
2641,W. Europe,1832,155277505.0
2642,W. Europe,1833,156453879.0
2643,W. Europe,1834,157640004.0
2644,W. Europe,1835,158835960.0
2645,W. Europe,1836,160041839.0
2646,W. Europe,1837,161257727.0
2647,W. Europe,1838,162483713.0
2648,W. Europe,1839,163614533.0
2649,W. Europe,1840,164653891.0
2650,W. Europe,1841,165589990.0
2651,W. Europe,1842,166434239.0
2652,W. Europe,1843,167182541.0
2653,W. Europe,1844,167940006.0
2654,W. Europe,1845,168706631.0
2655,W. Europe,1846,169482404.0
2656,W. Europe,1847,170267317.0
2657,W. Europe,1848,171061361.0
2658,W. Europe,1849,171864725.0
2659,W. Europe,1850,172681981.0
2660,W. Europe,1851,173495401.0
2661,W. Europe,1852,174322324.0
2662,W. Europe,1853,175157667.0
2663,W. Europe,1854,176001010.0
2664,W. Europe,1855,176852361.0
2665,W. Europe,1856,177711738.0
2666,W. Europe,1857,178579150.0
2667,W. Europe,1858,179454615.0
2668,W. Europe,1859,180374488.0
2669,W. Europe,1860,181344956.0
2670,W. Europe,1861,182347991.0
2671,W. Europe,1862,183401900.0
2672,W. Europe,1863,184500781.0
2673,W. Europe,1864,185608447.0
2674,W. Europe,1865,186724969.0
2675,W. Europe,1866,187850414.0
2676,W. Europe,1867,188984835.0
2677,W. Europe,1868,190128314.0
2678,W. Europe,1869,191305065.0
2679,W. Europe,1870,192523236.0
2680,W. Europe,1871,193760754.0
2681,W. Europe,1872,195040921.0
2682,W. Europe,1873,196356792.0
2683,W. Europe,1874,197684818.0
2684,W. Europe,1875,199025110.0
2685,W. Europe,1876,200377794.0
2686,W. Europe,1877,201742985.0
2687,W. Europe,1878,203120803.0
2688,W. Europe,1879,204494350.0
2689,W. Europe,1880,205872891.0
2690,W. Europe,1881,207227892.0
2691,W. Europe,1882,208587535.0
2692,W. Europe,1883,209942170.0
2693,W. Europe,1884,211308675.0
2694,W. Europe,1885,212687140.0
2695,W. Europe,1886,214077663.0
2696,W. Europe,1887,215480336.0
2697,W. Europe,1888,216895261.0
2698,W. Europe,1889,218372177.0
2699,W. Europe,1890,219924117.0
2700,W. Europe,1891,221516855.0
2701,W. Europe,1892,223187105.0
2702,W. Europe,1893,224924321.0
2703,W. Europe,1894,226680086.0
2704,W. Europe,1895,228454610.0
2705,W. Europe,1896,230248108.0
2706,W. Europe,1897,232060797.0
2707,W. Europe,1898,233892888.0
2708,W. Europe,1899,235779856.0
2709,W. Europe,1900,237737280.0
2710,W. Europe,1901,239721672.0
2711,W. Europe,1902,241778193.0
2712,W. Europe,1903,243892922.0
2713,W. Europe,1904,246031488.0
2714,W. Europe,1905,248194182.0
2715,W. Europe,1906,250381304.0
2716,W. Europe,1907,252593154.0
2717,W. Europe,1908,254830038.0
2718,W. Europe,1909,256677122.0
2719,W. Europe,1910,258149197.0
2720,W. Europe,1911,259187127.0
2721,W. Europe,1912,259842536.0
2722,W. Europe,1913,260093105.0
2723,W. Europe,1914,260350297.0
2724,W. Europe,1915,260614141.0
2725,W. Europe,1916,260884671.0
2726,W. Europe,1917,261161917.0
2727,W. Europe,1918,261441258.0
2728,W. Europe,1919,261939181.0
2729,W. Europe,1920,262679507.0
2730,W. Europe,1921,263601611.0
2731,W. Europe,1922,264771454.0
2732,W. Europe,1923,266170569.0
2733,W. Europe,1924,267589714.0
2734,W. Europe,1925,269028781.0
2735,W. Europe,1926,270487661.0
2736,W. Europe,1927,271966264.0
2737,W. Europe,1928,273464502.0
2738,W. Europe,1929,274992992.0
2739,W. Europe,1930,276574641.0
2740,W. Europe,1931,278135912.0
2741,W. Europe,1932,279748047.0
2742,W. Europe,1933,281385812.0
2743,W. Europe,1934,283037481.0
2744,W. Europe,1935,284703161.0
2745,W. Europe,1936,286382987.0
2746,W. Europe,1937,288077070.0
2747,W. Europe,1938,289785553.0
2748,W. Europe,1939,291388838.0
2749,W. Europe,1940,292913595.0
2750,W. Europe,1941,294276222.0
2751,W. Europe,1942,295558497.0
2752,W. Europe,1943,296731930.0
2753,W. Europe,1944,297915301.0
2754,W. Europe,1945,299108692.0
2755,W. Europe,1946,300312184.0
2756,W. Europe,1947,301525864.0
2757,W. Europe,1948,302749808.0
2758,W. Europe,1949,304148482.0
2759,W. Europe,1950,306120377.0
2760,W. Europe,1951,307585394.0
2761,W. Europe,1952,309152532.0
2762,W. Europe,1953,310991162.0
2763,W. Europe,1954,312915889.0
2764,W. Europe,1955,314789550.0
2765,W. Europe,1956,316679192.0
2766,W. Europe,1957,318657616.0
2767,W. Europe,1958,320814951.0
2768,W. Europe,1959,323124341.0
2769,W. Europe,1960,325448082.0
2770,W. Europe,1961,327924451.0
2771,W. Europe,1962,330595670.0
2772,W. Europe,1963,333282854.0
2773,W. Europe,1964,336110555.0
2774,W. Europe,1965,338925699.0
2775,W. Europe,1966,341599275.0
2776,W. Europe,1967,344212231.0
2777,W. Europe,1968,346588923.0
2778,W. Europe,1969,348673184.0
2779,W. Europe,1970,350561458.0
2780,W. Europe,1971,352551894.0
2781,W. Europe,1972,354668883.0
2782,W. Europe,1973,356566655.0
2783,W. Europe,1974,358274070.0
2784,W. Europe,1975,359711758.0
2785,W. Europe,1976,360871696.0
2786,W. Europe,1977,362020813.0
2787,W. Europe,1978,363141075.0
2788,W. Europe,1979,364211480.0
2789,W. Europe,1980,365431575.0
2790,W. Europe,1981,366604652.0
2791,W. Europe,1982,367548638.0
2792,W. Europe,1983,368368844.0
2793,W. Europe,1984,369179236.0
2794,W. Europe,1985,370051911.0
2795,W. Europe,1986,370986185.0
2796,W. Europe,1987,372072047.0
2797,W. Europe,1988,373297253.0
2798,W. Europe,1989,374589057.0
2799,W. Europe,1990,375932787.0
2800,W. Europe,1991,377390101.0
2801,W. Europe,1992,378935176.0
2802,W. Europe,1993,380382235.0
2803,W. Europe,1994,381676202.0
2804,W. Europe,1995,382871751.0
2805,W. Europe,1996,383998178.0
2806,W. Europe,1997,385125320.0
2807,W. Europe,1998,386242881.0
2808,W. Europe,1999,387354079.0
2809,W. Europe,2000,388542657.0
2810,W. Europe,2001,389811225.0
2811,W. Europe,2002,391446897.0
2812,W. Europe,2003,393511323.0
2813,W. Europe,2004,395772577.0
2814,W. Europe,2005,398047327.0
2815,W. Europe,2006,400303444.0
2816,W. Europe,2007,402878613.0
2817,W. Europe,2008,405494913.0
2818,W. Europe,2009,407653640.0
2819,W. Europe,2010,409518489.0
2820,W. Europe,2011,411298456.0
2821,W. Europe,2012,412876556.0
2822,W. Europe,2013,414181834.0
2823,W. Europe,2014,415438027.0
2824,W. Europe,2015,416722374.0
2825,W. Europe,2016,418043184.0
2826,W. Europe,2017,419384615.0
2827,W. Europe,2018,420686144.0
2828,W. Europe,2019,422048551.0
2829,W. Europe,2020,423006003.0
2830,W. Europe,2021,423552999.0
2831,W. Europe,2022,424001461.0
2832,W. Europe,2023,424353556.0
2833,W. Europe,2024,424713612.0
2834,W. Europe,2025,425029682.0
2835,W. Europe,2026,425302113.0
2836,W. Europe,2027,425527849.0
2837,W. Europe,2028,425707778.0
2838,W. Europe,2029,425842951.0
2839,W. Europe,2030,425929453.0
2840,W. Europe,2031,425974339.0
2841,W. Europe,2032,425979973.0
2842,W. Europe,2033,425941279.0
2843,W. Europe,2034,425855646.0
2844,W. Europe,2035,425720872.0
2845,W. Europe,2036,425538869.0
2846,W. Europe,2037,425315533.0
2847,W. Europe,2038,425052757.0
2848,W. Europe,2039,424746486.0
2849,W. Europe,2040,424395683.0
2850,W. Europe,2041,423998327.0
2851,W. Europe,2042,423552454.0
2852,W. Europe,2043,423056504.0
2853,W. Europe,2044,422506324.0
2854,W. Europe,2045,421901895.0
2855,W. Europe,2046,421239909.0
2856,W. Europe,2047,420517393.0
2857,W. Europe,2048,419733191.0
2858,W. Europe,2049,418884060.0
2859,W. Europe,2050,417970877.0
2860,W. Europe,2051,416997642.0
2861,W. Europe,2052,415966487.0
2862,W. Europe,2053,414877954.0
2863,W. Europe,2054,413740843.0
2864,W. Europe,2055,412559741.0
2865,W. Europe,2056,411338930.0
2866,W. Europe,2057,410091046.0
2867,W. Europe,2058,408822457.0
2868,W. Europe,2059,407539048.0
2869,W. Europe,2060,406252560.0
2870,W. Europe,2061,404971443.0
2871,W. Europe,2062,403699837.0
2872,W. Europe,2063,402446857.0
2873,W. Europe,2064,401218865.0
2874,W. Europe,2065,400016789.0
2875,W. Europe,2066,398839247.0
2876,W. Europe,2067,397686496.0
2877,W. Europe,2068,396563108.0
2878,W. Europe,2069,395470486.0
2879,W. Europe,2070,394404242.0
2880,W. Europe,2071,393362156.0
2881,W. Europe,2072,392344047.0
2882,W. Europe,2073,391346678.0
2883,W. Europe,2074,390367746.0
2884,W. Europe,2075,389403956.0
2885,W. Europe,2076,388452311.0
2886,W. Europe,2077,387510962.0
2887,W. Europe,2078,386576410.0
2888,W. Europe,2079,385649644.0
2889,W. Europe,2080,384730365.0
2890,W. Europe,2081,383812909.0
2891,W. Europe,2082,382897516.0
2892,W. Europe,2083,381988919.0
2893,W. Europe,2084,381086472.0
2894,W. Europe,2085,380188470.0
2895,W. Europe,2086,379296986.0
2896,W. Europe,2087,378413734.0
2897,W. Europe,2088,377540799.0
2898,W. Europe,2089,376680659.0
2899,W. Europe,2090,375834485.0
2900,W. Europe,2091,374999448.0
2901,W. Europe,2092,374175745.0
2902,W. Europe,2093,373368130.0
2903,W. Europe,2094,372574783.0
2904,W. Europe,2095,371792141.0
2905,W. Europe,2096,371021209.0
2906,W. Europe,2097,370258477.0
2907,W. Europe,2098,369505128.0
2908,W. Europe,2099,368762148.0
2909,W. Europe,2100,368022794.0
2910,W. Offshoots,-10000,501228.0
2911,W. Offshoots,-9000,529141.0
2912,W. Offshoots,-8000,560158.0
2913,W. Offshoots,-7000,594620.0
2914,W. Offshoots,-6000,632911.0
2915,W. Offshoots,-5000,675460.0
2916,W. Offshoots,-4000,722729.0
2917,W. Offshoots,-3000,775260.0
2918,W. Offshoots,-2000,833634.0
2919,W. Offshoots,-1000,898481.0
2920,W. Offshoots,0,970544.0
2921,W. Offshoots,100,1007011.0
2922,W. Offshoots,200,1045425.0
2923,W. Offshoots,300,1085893.0
2924,W. Offshoots,400,1128530.0
2925,W. Offshoots,500,1173487.0
2926,W. Offshoots,600,1220904.0
2927,W. Offshoots,700,1270951.0
2928,W. Offshoots,800,1323830.0
2929,W. Offshoots,900,1445726.0
2930,W. Offshoots,1000,1567760.0
2931,W. Offshoots,1100,1682004.0
2932,W. Offshoots,1200,1859618.0
2933,W. Offshoots,1300,2002869.0
2934,W. Offshoots,1400,2190981.0
2935,W. Offshoots,1500,2419694.0
2936,W. Offshoots,1600,1372502.0
2937,W. Offshoots,1700,1577085.0
2938,W. Offshoots,1710,2037835.0
2939,W. Offshoots,1720,2518682.0
2940,W. Offshoots,1730,3006485.0
2941,W. Offshoots,1740,3502584.0
2942,W. Offshoots,1750,4008659.0
2943,W. Offshoots,1760,4526700.0
2944,W. Offshoots,1770,5058990.0
2945,W. Offshoots,1780,5608409.0
2946,W. Offshoots,1790,6179058.0
2947,W. Offshoots,1800,6900000.0
2948,W. Offshoots,1801,7024560.0
2949,W. Offshoots,1802,7151954.0
2950,W. Offshoots,1803,7282223.0
2951,W. Offshoots,1804,7415413.0
2952,W. Offshoots,1805,7551571.0
2953,W. Offshoots,1806,7690747.0
2954,W. Offshoots,1807,7832989.0
2955,W. Offshoots,1808,7978348.0
2956,W. Offshoots,1809,8126877.0
2957,W. Offshoots,1810,8342258.0
2958,W. Offshoots,1811,8559776.0
2959,W. Offshoots,1812,8803592.0
2960,W. Offshoots,1813,9074909.0
2961,W. Offshoots,1814,9355198.0
2962,W. Offshoots,1815,9644741.0
2963,W. Offshoots,1816,9943822.0
2964,W. Offshoots,1817,10252739.0
2965,W. Offshoots,1818,10571799.0
2966,W. Offshoots,1819,10894216.0
2967,W. Offshoots,1820,11219885.0
2968,W. Offshoots,1821,11548692.0
2969,W. Offshoots,1822,11880520.0
2970,W. Offshoots,1823,12215239.0
2971,W. Offshoots,1824,12559821.0
2972,W. Offshoots,1825,12914558.0
2973,W. Offshoots,1826,13279749.0
2974,W. Offshoots,1827,13655705.0
2975,W. Offshoots,1828,14042746.0
2976,W. Offshoots,1829,14440626.0
2977,W. Offshoots,1830,14849663.0
2978,W. Offshoots,1831,15270189.0
2979,W. Offshoots,1832,15702530.0
2980,W. Offshoots,1833,16147034.0
2981,W. Offshoots,1834,16604619.0
2982,W. Offshoots,1835,17075662.0
2983,W. Offshoots,1836,17560551.0
2984,W. Offshoots,1837,18059684.0
2985,W. Offshoots,1838,18573473.0
2986,W. Offshoots,1839,19113790.0
2987,W. Offshoots,1840,19681694.0
2988,W. Offshoots,1841,20278290.0
2989,W. Offshoots,1842,20904716.0
2990,W. Offshoots,1843,21562162.0
2991,W. Offshoots,1844,22240419.0
2992,W. Offshoots,1845,22940146.0
2993,W. Offshoots,1846,23662032.0
2994,W. Offshoots,1847,24406780.0
2995,W. Offshoots,1848,25175122.0
2996,W. Offshoots,1849,25968937.0
2997,W. Offshoots,1850,26789345.0
2998,W. Offshoots,1851,27651154.0
2999,W. Offshoots,1852,28542831.0
3000,W. Offshoots,1853,29465758.0
3001,W. Offshoots,1854,30420280.0
3002,W. Offshoots,1855,31407617.0
3003,W. Offshoots,1856,32429046.0
3004,W. Offshoots,1857,33485902.0
3005,W. Offshoots,1858,34579588.0
3006,W. Offshoots,1859,35642505.0
3007,W. Offshoots,1860,36671839.0
3008,W. Offshoots,1861,37664607.0
3009,W. Offshoots,1862,38617655.0
3010,W. Offshoots,1863,39527638.0
3011,W. Offshoots,1864,40460175.0
3012,W. Offshoots,1865,41415873.0
3013,W. Offshoots,1866,42395361.0
3014,W. Offshoots,1867,43399289.0
3015,W. Offshoots,1868,44428329.0
3016,W. Offshoots,1869,45474904.0
3017,W. Offshoots,1870,46539149.0
3018,W. Offshoots,1871,47621186.0
3019,W. Offshoots,1872,48721123.0
3020,W. Offshoots,1873,49839059.0
3021,W. Offshoots,1874,50983363.0
3022,W. Offshoots,1875,52154688.0
3023,W. Offshoots,1876,53353706.0
3024,W. Offshoots,1877,54581101.0
3025,W. Offshoots,1878,55837582.0
3026,W. Offshoots,1879,57123872.0
3027,W. Offshoots,1880,58440701.0
3028,W. Offshoots,1881,59788810.0
3029,W. Offshoots,1882,61168957.0
3030,W. Offshoots,1883,62581910.0
3031,W. Offshoots,1884,64028458.0
3032,W. Offshoots,1885,65509414.0
3033,W. Offshoots,1886,67025618.0
3034,W. Offshoots,1887,68577925.0
3035,W. Offshoots,1888,70167216.0
3036,W. Offshoots,1889,71731059.0
3037,W. Offshoots,1890,73267535.0
3038,W. Offshoots,1891,74774652.0
3039,W. Offshoots,1892,76250341.0
3040,W. Offshoots,1893,77692454.0
3041,W. Offshoots,1894,79162234.0
3042,W. Offshoots,1895,80660215.0
3043,W. Offshoots,1896,82186942.0
3044,W. Offshoots,1897,83742969.0
3045,W. Offshoots,1898,85328865.0
3046,W. Offshoots,1899,86972873.0
3047,W. Offshoots,1900,88676662.0
3048,W. Offshoots,1901,90441941.0
3049,W. Offshoots,1902,92270466.0
3050,W. Offshoots,1903,94164039.0
3051,W. Offshoots,1904,96096850.0
3052,W. Offshoots,1905,98069720.0
3053,W. Offshoots,1906,100083488.0
3054,W. Offshoots,1907,102139015.0
3055,W. Offshoots,1908,104237173.0
3056,W. Offshoots,1909,106267713.0
3057,W. Offshoots,1910,108227448.0
3058,W. Offshoots,1911,110113098.0
3059,W. Offshoots,1912,111921287.0
3060,W. Offshoots,1913,113648538.0
3061,W. Offshoots,1914,115402706.0
3062,W. Offshoots,1915,117184210.0
3063,W. Offshoots,1916,118993486.0
3064,W. Offshoots,1917,120830972.0
3065,W. Offshoots,1918,122638572.0
3066,W. Offshoots,1919,124477453.0
3067,W. Offshoots,1920,126348096.0
3068,W. Offshoots,1921,128250985.0
3069,W. Offshoots,1922,130186614.0
3070,W. Offshoots,1923,132155482.0
3071,W. Offshoots,1924,134154307.0
3072,W. Offshoots,1925,136183549.0
3073,W. Offshoots,1926,138243670.0
3074,W. Offshoots,1927,140335149.0
3075,W. Offshoots,1928,142458461.0
3076,W. Offshoots,1929,144386543.0
3077,W. Offshoots,1930,146114755.0
3078,W. Offshoots,1931,147638375.0
3079,W. Offshoots,1932,148952593.0
3080,W. Offshoots,1933,150052520.0
3081,W. Offshoots,1934,151160728.0
3082,W. Offshoots,1935,152277281.0
3083,W. Offshoots,1936,153402242.0
3084,W. Offshoots,1937,154535679.0
3085,W. Offshoots,1938,155677655.0
3086,W. Offshoots,1939,157047536.0
3087,W. Offshoots,1940,158650161.0
3088,W. Offshoots,1941,160490461.0
3089,W. Offshoots,1942,162573441.0
3090,W. Offshoots,1943,164904193.0
3091,W. Offshoots,1944,167268598.0
3092,W. Offshoots,1945,169667149.0
3093,W. Offshoots,1946,172100340.0
3094,W. Offshoots,1947,174568678.0
3095,W. Offshoots,1948,177072673.0
3096,W. Offshoots,1949,179755697.0
3097,W. Offshoots,1950,172113400.0
3098,W. Offshoots,1951,175056136.0
3099,W. Offshoots,1952,178059218.0
3100,W. Offshoots,1953,181220859.0
3101,W. Offshoots,1954,184628773.0
3102,W. Offshoots,1955,188221197.0
3103,W. Offshoots,1956,191846610.0
3104,W. Offshoots,1957,195478686.0
3105,W. Offshoots,1958,199400204.0
3106,W. Offshoots,1959,203250214.0
3107,W. Offshoots,1960,206765773.0
3108,W. Offshoots,1961,210298529.0
3109,W. Offshoots,1962,213738416.0
3110,W. Offshoots,1963,217078295.0
3111,W. Offshoots,1964,220325966.0
3112,W. Offshoots,1965,223389849.0
3113,W. Offshoots,1966,226163255.0
3114,W. Offshoots,1967,228724791.0
3115,W. Offshoots,1968,231259040.0
3116,W. Offshoots,1969,233947976.0
3117,W. Offshoots,1970,237182022.0
3118,W. Offshoots,1971,240659334.0
3119,W. Offshoots,1972,243681817.0
3120,W. Offshoots,1973,246310755.0
3121,W. Offshoots,1974,248846596.0
3122,W. Offshoots,1975,251393093.0
3123,W. Offshoots,1976,253878047.0
3124,W. Offshoots,1977,256487255.0
3125,W. Offshoots,1978,259343243.0
3126,W. Offshoots,1979,262345284.0
3127,W. Offshoots,1980,265505023.0
3128,W. Offshoots,1981,268560456.0
3129,W. Offshoots,1982,271457107.0
3130,W. Offshoots,1983,274353610.0
3131,W. Offshoots,1984,277198187.0
3132,W. Offshoots,1985,280044141.0
3133,W. Offshoots,1986,282922832.0
3134,W. Offshoots,1987,285848754.0
3135,W. Offshoots,1988,288944782.0
3136,W. Offshoots,1989,292328843.0
3137,W. Offshoots,1990,296186324.0
3138,W. Offshoots,1991,300328652.0
3139,W. Offshoots,1992,304518040.0
3140,W. Offshoots,1993,308653181.0
3141,W. Offshoots,1994,312681173.0
3142,W. Offshoots,1995,316626891.0
3143,W. Offshoots,1996,320518518.0
3144,W. Offshoots,1997,324464283.0
3145,W. Offshoots,1998,328391537.0
3146,W. Offshoots,1999,332215732.0
3147,W. Offshoots,2000,335955110.0
3148,W. Offshoots,2001,339610997.0
3149,W. Offshoots,2002,343097064.0
3150,W. Offshoots,2003,346448228.0
3151,W. Offshoots,2004,349866017.0
3152,W. Offshoots,2005,353363084.0
3153,W. Offshoots,2006,356931970.0
3154,W. Offshoots,2007,360658177.0
3155,W. Offshoots,2008,364421565.0
3156,W. Offshoots,2009,368069734.0
3157,W. Offshoots,2010,371511775.0
3158,W. Offshoots,2011,374938450.0
3159,W. Offshoots,2012,378482761.0
3160,W. Offshoots,2013,382001293.0
3161,W. Offshoots,2014,385422344.0
3162,W. Offshoots,2015,388750727.0
3163,W. Offshoots,2016,392187534.0
3164,W. Offshoots,2017,395682165.0
3165,W. Offshoots,2018,398993048.0
3166,W. Offshoots,2019,402158465.0
3167,W. Offshoots,2020,404561902.0
3168,W. Offshoots,2021,406203468.0
3169,W. Offshoots,2022,408106883.0
3170,W. Offshoots,2023,410445079.0
3171,W. Offshoots,2024,412890906.0
3172,W. Offshoots,2025,415303591.0
3173,W. Offshoots,2026,417683144.0
3174,W. Offshoots,2027,420025684.0
3175,W. Offshoots,2028,422333480.0
3176,W. Offshoots,2029,424614496.0
3177,W. Offshoots,2030,426868986.0
3178,W. Offshoots,2031,429089216.0
3179,W. Offshoots,2032,431266436.0
3180,W. Offshoots,2033,433400384.0
3181,W. Offshoots,2034,435480375.0
3182,W. Offshoots,2035,437496688.0
3183,W. Offshoots,2036,439452539.0
3184,W. Offshoots,2037,441343080.0
3185,W. Offshoots,2038,443156638.0
3186,W. Offshoots,2039,444898759.0
3187,W. Offshoots,2040,446565720.0
3188,W. Offshoots,2041,448155630.0
3189,W. Offshoots,2042,449680945.0
3190,W. Offshoots,2043,451133696.0
3191,W. Offshoots,2044,452517571.0
3192,W. Offshoots,2045,453829418.0
3193,W. Offshoots,2046,455068571.0
3194,W. Offshoots,2047,456245169.0
3195,W. Offshoots,2048,457356749.0
3196,W. Offshoots,2049,458416379.0
3197,W. Offshoots,2050,459424707.0
3198,W. Offshoots,2051,460377646.0
3199,W. Offshoots,2052,461295871.0
3200,W. Offshoots,2053,462190807.0
3201,W. Offshoots,2054,463071001.0
3202,W. Offshoots,2055,463940465.0
3203,W. Offshoots,2056,464805301.0
3204,W. Offshoots,2057,465674431.0
3205,W. Offshoots,2058,466546144.0
3206,W. Offshoots,2059,467422335.0
3207,W. Offshoots,2060,468305723.0
3208,W. Offshoots,2061,469199437.0
3209,W. Offshoots,2062,470106748.0
3210,W. Offshoots,2063,471030880.0
3211,W. Offshoots,2064,471967866.0
3212,W. Offshoots,2065,472910355.0
3213,W. Offshoots,2066,473854688.0
3214,W. Offshoots,2067,474796460.0
3215,W. Offshoots,2068,475735562.0
3216,W. Offshoots,2069,476658857.0
3217,W. Offshoots,2070,477554203.0
3218,W. Offshoots,2071,478436307.0
3219,W. Offshoots,2072,479298862.0
3220,W. Offshoots,2073,480125826.0
3221,W. Offshoots,2074,480912725.0
3222,W. Offshoots,2075,481657452.0
3223,W. Offshoots,2076,482360158.0
3224,W. Offshoots,2077,483022346.0
3225,W. Offshoots,2078,483647579.0
3226,W. Offshoots,2079,484229243.0
3227,W. Offshoots,2080,484765782.0
3228,W. Offshoots,2081,485265398.0
3229,W. Offshoots,2082,485730540.0
3230,W. Offshoots,2083,486165403.0
3231,W. Offshoots,2084,486577150.0
3232,W. Offshoots,2085,486966167.0
3233,W. Offshoots,2086,487338637.0
3234,W. Offshoots,2087,487695066.0
3235,W. Offshoots,2088,488037874.0
3236,W. Offshoots,2089,488375980.0
3237,W. Offshoots,2090,488705147.0
3238,W. Offshoots,2091,489033444.0
3239,W. Offshoots,2092,489367842.0
3240,W. Offshoots,2093,489703056.0
3241,W. Offshoots,2094,490041289.0
3242,W. Offshoots,2095,490384543.0
3243,W. Offshoots,2096,490739961.0
3244,W. Offshoots,2097,491095456.0
3245,W. Offshoots,2098,491440003.0
3246,W. Offshoots,2099,491774754.0
3247,W. Offshoots,2100,492103667.0
3248,World,-10000,4432266.0
3249,World,-9000,5616996.0
3250,World,-8000,7242892.0
3251,World,-7000,9577918.0
3252,World,-6000,13201832.0
3253,World,-5000,19075771.0
3254,World,-4000,28774661.0
3255,World,-3000,44487162.0
3256,World,-2000,72586076.0
3257,World,-1000,110419521.0
3258,World,0,232123764.0
3259,World,100,236904172.0
3260,World,200,240611571.0
3261,World,300,227549847.0
3262,World,400,241539639.0
3263,World,500,253237316.0
3264,World,600,271478693.0
3265,World,700,278185334.0
3266,World,800,285713840.0
3267,World,900,310967715.0
3268,World,1000,323407571.0
3269,World,1100,397923813.0
3270,World,1200,444750779.0
3271,World,1300,456389076.0
3272,World,1400,442480757.0
3273,World,1500,503240579.0
3274,World,1600,516611143.0
3275,World,1700,592706493.0
3276,World,1710,613189754.0
3277,World,1720,642718425.0
3278,World,1730,664743714.0
3279,World,1740,695347041.0
3280,World,1750,745664504.0
3281,World,1760,779892249.0
3282,World,1770,818828314.0
3283,World,1780,891049119.0
3284,World,1790,931578147.0
3285,World,1800,985344828.0
3286,World,1801,987628322.0
3287,World,1802,991098738.0
3288,World,1803,994610260.0
3289,World,1804,998163240.0
3290,World,1805,1001758044.0
3291,World,1806,1005395067.0
3292,World,1807,1009074742.0
3293,World,1808,1012797513.0
3294,World,1809,1016563866.0
3295,World,1810,1022630209.0
3296,World,1811,1027487469.0
3297,World,1812,1033636618.0
3298,World,1813,1040443689.0
3299,World,1814,1047427292.0
3300,World,1815,1054586106.0
3301,World,1816,1061924513.0
3302,World,1817,1069447070.0
3303,World,1818,1077158552.0
3304,World,1819,1084757875.0
3305,World,1820,1093425440.0
3306,World,1821,1099331577.0
3307,World,1822,1106263783.0
3308,World,1823,1113514792.0
3309,World,1824,1120876169.0
3310,World,1825,1128342960.0
3311,World,1826,1135961188.0
3312,World,1827,1143684846.0
3313,World,1828,1151515422.0
3314,World,1829,1158898384.0
3315,World,1830,1166619866.0
3316,World,1831,1172266726.0
3317,World,1832,1178216298.0
3318,World,1833,1183684120.0
3319,World,1834,1189202983.0
3320,World,1835,1194812021.0
3321,World,1836,1200422586.0
3322,World,1837,1206132721.0
3323,World,1838,1211908617.0
3324,World,1839,1217625799.0
3325,World,1840,1224118700.0
3326,World,1841,1228828189.0
3327,World,1842,1234333753.0
