"","country","year","code","VA","COMP","LAB","CAP","desc"
"1","Australia",1970,"AtB",2698.51884540906,324.640158168165,1097.9594247029,1600.55942070616,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"2","Australia",1971,"AtB",3006.17605934562,363.448415172829,1223.38285086074,1782.79320848489,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"3","Australia",1972,"AtB",4005.85750699633,483.9524589158,1638.35427204835,2367.50323494799,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"4","Australia",1973,"AtB",5501.08692918089,702.692693513168,2359.07862760759,3142.00830157329,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"5","Australia",1974,"AtB",4731.18839281431,699.066192167118,2353.87749431045,2377.31089850386,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"6","Australia",1975,"AtB",4808.88093309732,698.813859412282,2369.81045277086,2439.07048032646,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"7","Australia",1976,"AtB",5470.52698559734,759.540577333975,2570.86725436653,2899.65973123081,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"8","Australia",1977,"AtB",5287.53009311956,735.206047896186,2462.08535564873,2825.44473747083,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"9","Australia",1978,"AtB",8257.26034238625,1071.80311384606,3567.84606762503,4689.41427476122,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"10","Australia",1979,"AtB",9419.91843078261,1202.0982572477,4017.46639539074,5402.45203539187,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"11","Australia",1980,"AtB",8964.76253478004,1348.70338334642,4466.20824185034,4498.5542929297,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"12","Australia",1981,"AtB",9493.44214142354,1545.49498384205,5141.41587810839,4352.02626331515,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"13","Australia",1982,"AtB",7323.72688811862,1539.50451000286,5151.8338722285,2171.89301589012,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"14","Australia",1983,"AtB",11385.1581421053,1639.30151210338,5486.7261830248,5898.43195908054,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"15","Australia",1984,"AtB",11338.6427568443,1885.19841877607,6294.18888304786,5044.45387379639,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"16","Australia",1985,"AtB",11334.1717333542,2117.2129162339,7325.09536982775,4009.07636352646,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"17","Australia",1986,"AtB",12550.7286939613,2565.29459881125,8960.02296069965,3590.70573326161,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"18","Australia",1987,"AtB",14753.2021551997,2949.58305648795,10036.14063869,4717.06151650971,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"19","Australia",1988,"AtB",17674.8420567793,3492.00598144245,10991.0706279352,6683.77142884407,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"20","Australia",1989,"AtB",18046,3812,10777.8794738843,7268.12052611573,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"21","Australia",1990,"AtB",13602,3645,10887.5905511811,2714.4094488189,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"22","Australia",1991,"AtB",13400,3433,10638.8890425083,2761.11095749168,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"23","Australia",1992,"AtB",14955,3510,11329.2334406502,3625.76655934977,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"24","Australia",1993,"AtB",16088,3758,11364.4312268396,4723.5687731604,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"25","Australia",1994,"AtB",15236,4104,11215.4539700014,4020.54602999862,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"26","Australia",1995,"AtB",18139,4171,10656.7657516737,7482.23424832629,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"27","Australia",1996,"AtB",18354,4656,11541.481603275,6812.518396725,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"28","Australia",1997,"AtB",18225,4652,11292.0755041291,6932.92449587087,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"29","Australia",1998,"AtB",19266,5134,11501.1130144339,7764.88698556615,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"30","Australia",1999,"AtB",20818,5267,11876.4422149362,8941.55778506375,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"31","Australia",2000,"AtB",24928,5746,12484.4241681502,12443.5758318498,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"32","Australia",2001,"AtB",29820,5777,12082.8753682512,17737.1246317488,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"33","Australia",2002,"AtB",23256,5568,11799.0687463924,11456.9312536076,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"34","Australia",2003,"AtB",26534,5851,12121.2274577363,14412.7725422637,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"35","Australia",2004,"AtB",27153,6092,12491.5909786716,14661.4090213284,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"36","Australia",2005,"AtB",27318,6048,12240.3575311433,15077.6424688567,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"37","Australia",2006,"AtB",23761.976799677,6288.76433121019,12727.6329105678,11034.3438891091,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"38","Australia",2007,"AtB",26742.3775191806,7063.06242038217,14294.710530797,12447.6669883837,"AGRICULTURE, HUNTING, FORESTRY AND FISHING"
"39","Australia",1970,"C",1303.25025468613,463.050225603033,470.380484379249,832.869770306885,"MINING AND QUARRYING"
"40","Australia",1971,"C",1544.14932378819,509.047780282648,517.106197604594,1027.0431261836,"MINING AND QUARRYING"
"41","Australia",1972,"C",1701.93020245319,527.132678310333,535.477386352279,1166.45281610091,"MINING AND QUARRYING"
"42","Australia",1973,"C",2136.35816360524,658.002522209885,668.418948974217,1467.93921463102,"MINING AND QUARRYING"
"43","Australia",1974,"C",2794.19041274293,897.265112572117,911.469155896918,1882.72125684602,"MINING AND QUARRYING"
"44","Australia",1975,"C",3206.8785289693,1106.79027445911,1124.31117969616,2082.56734927315,"MINING AND QUARRYING"
"45","Australia",1976,"C",3803.36622977798,1350.20102630057,1371.57521505041,2431.79101472758,"MINING AND QUARRYING"
"46","Australia",1977,"C",4198.63299033883,1565.89158254191,1590.68023370946,2607.95275662936,"MINING AND QUARRYING"
"47","Australia",1978,"C",5130.85545995089,1892.00549673143,1921.95665349635,3208.89880645455,"MINING AND QUARRYING"
"48","Australia",1979,"C",5883.18429950777,2148.89688461823,2182.91472842155,3700.26957108621,"MINING AND QUARRYING"
"49","Australia",1980,"C",6623.49619180535,2892.30725561863,2938.09356447185,3685.4026273335,"MINING AND QUARRYING"
"50","Australia",1981,"C",7796.34361229551,4305.2860264867,4373.4403193362,3422.90329295931,"MINING AND QUARRYING"
"51","Australia",1982,"C",8946.09260935811,4405.81290689874,4475.558577976,4470.53403138211,"MINING AND QUARRYING"
"52","Australia",1983,"C",11013.474693006,4312.60397797659,4380.87411674337,6632.60057626258,"MINING AND QUARRYING"
"53","Australia",1984,"C",12050.7735977228,4378.6963273365,4448.012732787,7602.76086493579,"MINING AND QUARRYING"
"54","Australia",1985,"C",13662.8211172671,4659.22842401143,4819.38745740924,8843.43365985786,"MINING AND QUARRYING"
"55","Australia",1986,"C",13666.625855002,4383.49077062687,4496.14013572966,9170.48571927234,"MINING AND QUARRYING"
"56","Australia",1987,"C",14788.3244405825,4478.27427511187,4655.41055092071,10132.9138896618,"MINING AND QUARRYING"
"57","Australia",1988,"C",14426.8889680116,4190.8071784161,4260.87121755759,10166.017750454,"MINING AND QUARRYING"
"58","Australia",1989,"C",17982,5401,5612.83632136083,12369.1636786392,"MINING AND QUARRYING"
"59","Australia",1990,"C",19556,5580,5635.98542944785,13920.0145705521,"MINING AND QUARRYING"
"60","Australia",1991,"C",19487,5255,5360.18735281895,14126.8126471811,"MINING AND QUARRYING"
"61","Australia",1992,"C",20421,5393,5547.50508523134,14873.4949147687,"MINING AND QUARRYING"
"62","Australia",1993,"C",19949,5538,5814.07901813418,14134.9209818658,"MINING AND QUARRYING"
"63","Australia",1994,"C",21037,5657,5964.27255470012,15072.7274452999,"MINING AND QUARRYING"
"64","Australia",1995,"C",23754,6569,6883.57147586445,16870.4285241355,"MINING AND QUARRYING"
"65","Australia",1996,"C",23601,6782,7015.66794813374,16585.3320518663,"MINING AND QUARRYING"
"66","Australia",1997,"C",25058,6791,7058.23816607986,17999.7618339201,"MINING AND QUARRYING"
"67","Australia",1998,"C",24766,6821,6980.87562884751,17785.1243711525,"MINING AND QUARRYING"
"68","Australia",1999,"C",27370,6272,6399.86322567652,20970.1367743235,"MINING AND QUARRYING"
"69","Australia",2000,"C",34589,6649,6766.3792154844,27822.6207845156,"MINING AND QUARRYING"
"70","Australia",2001,"C",35437,7106,7278.88247340474,28158.1175265953,"MINING AND QUARRYING"
"71","Australia",2002,"C",35617,7714,7901.00668856556,27715.9933114344,"MINING AND QUARRYING"
"72","Australia",2003,"C",33048,8100,8338.05425597173,24709.9457440283,"MINING AND QUARRYING"
"73","Australia",2004,"C",46152,8767,8970.84470385609,37181.1552961439,"MINING AND QUARRYING"
"74","Australia",2005,"C",66507,11142,11319.0124296886,55187.9875703114,"MINING AND QUARRYING"
"75","Australia",2006,"C",74304.4207791034,12571.0763536197,12770.7924520899,61533.6283270135,"MINING AND QUARRYING"
"76","Australia",2007,"C",79269.6035339841,14492.1769820091,14722.4135157609,64547.1900182232,"MINING AND QUARRYING"
"77","Australia",1970,"D",9129.97908771522,6311.30307493451,6646.48111227721,2483.49797543801,"TOTAL MANUFACTURING"
"78","Australia",1971,"D",9690.73896628532,6873.37002847413,7241.11422894206,2449.62473734326,"TOTAL MANUFACTURING"
"79","Australia",1972,"D",10372.8776101213,7521.63821671884,7925.77448687983,2447.10312324148,"TOTAL MANUFACTURING"
"80","Australia",1973,"D",12142.2931694275,9070.23476739833,9559.99198436306,2582.30118506445,"TOTAL MANUFACTURING"
"81","Australia",1974,"D",14005.236260222,11227.9388411066,11831.4511135153,2173.78514670676,"TOTAL MANUFACTURING"
"82","Australia",1975,"D",15821.9764480578,12550.8897133504,13226.4107430874,2595.56570497043,"TOTAL MANUFACTURING"
"83","Australia",1976,"D",17854.7958145471,13889.0105571683,14637.5812436714,3217.21457087575,"TOTAL MANUFACTURING"
"84","Australia",1977,"D",19290.4362073863,14934.9197172638,15741.3720961258,3549.06411126056,"TOTAL MANUFACTURING"
"85","Australia",1978,"D",20646.8911724605,15640.045438097,16486.9471526323,4159.94401982823,"TOTAL MANUFACTURING"
"86","Australia",1979,"D",23666.184729054,17685.9743596063,18645.3582573216,5020.82647173236,"TOTAL MANUFACTURING"
"87","Australia",1980,"D",27268.5486292064,20291.0509019665,21395.6306924554,5872.91793675107,"TOTAL MANUFACTURING"
"88","Australia",1981,"D",30804.5845336857,23168.9248014471,24433.0481897324,6371.53634395324,"TOTAL MANUFACTURING"
"89","Australia",1982,"D",31477.2103238735,24565.0719637676,25883.9048736915,5593.30545018192,"TOTAL MANUFACTURING"
"90","Australia",1983,"D",34923.7266678608,25822.0238184185,27226.5663552139,7697.16031264688,"TOTAL MANUFACTURING"
"91","Australia",1984,"D",38388.8752886207,28138.9763982282,29681.7889362761,8707.08635234457,"TOTAL MANUFACTURING"
"92","Australia",1985,"D",41597.0923542093,30283.1847450932,31890.1459960419,9706.94635816736,"TOTAL MANUFACTURING"
"93","Australia",1986,"D",43411.4730157507,31343.9340058238,33196.7498833888,10214.7231323619,"TOTAL MANUFACTURING"
"94","Australia",1987,"D",48501.7896374698,31906.8167152702,33933.7230552895,14568.0665821803,"TOTAL MANUFACTURING"
"95","Australia",1988,"D",52996.9306835911,32531.0557223094,34538.7644822625,18458.1662013286,"TOTAL MANUFACTURING"
"96","Australia",1989,"D",57937,34908,37176.1036856391,20760.8963143609,"TOTAL MANUFACTURING"
"97","Australia",1990,"D",54442,34862,37079.9585602248,17362.0414397752,"TOTAL MANUFACTURING"
"98","Australia",1991,"D",55425,34390,36885.3241903226,18539.6758096774,"TOTAL MANUFACTURING"
"99","Australia",1992,"D",59402,35849,38607.7505062625,20794.2494937375,"TOTAL MANUFACTURING"
"100","Australia",1993,"D",63823,36823,39635.0000683118,24187.9999316882,"TOTAL MANUFACTURING"
"101","Australia",1994,"D",67399,39026,41682.9595033084,25716.0404966916,"TOTAL MANUFACTURING"
"102","Australia",1995,"D",69223,42361,45315.8254306094,23907.1745693906,"TOTAL MANUFACTURING"
"103","Australia",1996,"D",70903,42545,45711.3949038144,25191.6050961856,"TOTAL MANUFACTURING"
"104","Australia",1997,"D",75934,43976,47348.5676760014,28585.4323239986,"TOTAL MANUFACTURING"
"105","Australia",1998,"D",77027,44997,48454.4738373878,28572.5261626122,"TOTAL MANUFACTURING"
"106","Australia",1999,"D",78149,45658,49108.4188420848,29040.5811579152,"TOTAL MANUFACTURING"
"107","Australia",2000,"D",79500,47654,51117.6578647006,28382.3421352994,"TOTAL MANUFACTURING"
"108","Australia",2001,"D",81136,48485,51830.9719166754,29305.0280833246,"TOTAL MANUFACTURING"
"109","Australia",2002,"D",88765,52246,56268.2078766807,32496.7921233193,"TOTAL MANUFACTURING"
"110","Australia",2003,"D",95122,53066,56599.2731496141,38522.7268503859,"TOTAL MANUFACTURING"
"111","Australia",2004,"D",96366,56179,60088.9123736107,36277.0876263893,"TOTAL MANUFACTURING"
"112","Australia",2005,"D",97611,58577,62370.8666933111,35240.1333066889,"TOTAL MANUFACTURING"
"113","Australia",2006,"D",105274.674978714,62179.7696437829,66206.9775419221,39067.6974367924,"TOTAL MANUFACTURING"
"114","Australia",2007,"D",109636.303876585,65257.6324520477,69484.1848231858,40152.1190533989,"TOTAL MANUFACTURING"
"115","Australia",1970,"E",1271.05869940234,532.15025926931,531.773622381159,739.285077021179,"ELECTRICITY, GAS AND WATER SUPPLY"
"116","Australia",1971,"E",1405.38515063033,610.997335728707,610.564893704693,794.820256925633,"ELECTRICITY, GAS AND WATER SUPPLY"
"117","Australia",1972,"E",1566.7796322211,699.173552433433,698.678702442327,868.100929778775,"ELECTRICITY, GAS AND WATER SUPPLY"
"118","Australia",1973,"E",1779.23000486738,832.023189253904,831.434313049463,947.795691817917,"ELECTRICITY, GAS AND WATER SUPPLY"
"119","Australia",1974,"E",2013.52819237556,1055.39425123833,1054.64728099893,958.880911376622,"ELECTRICITY, GAS AND WATER SUPPLY"
"120","Australia",1975,"E",2375.44806553518,1263.18890015969,1262.29486031245,1113.15320522273,"ELECTRICITY, GAS AND WATER SUPPLY"
"121","Australia",1976,"E",2756.58452749085,1452.10110375578,1451.073358619,1305.51116887185,"ELECTRICITY, GAS AND WATER SUPPLY"
"122","Australia",1977,"E",3149.22822974162,1683.69094931082,1682.49929317853,1466.72893656309,"ELECTRICITY, GAS AND WATER SUPPLY"
"123","Australia",1978,"E",3436.28041159995,1792.20520678757,1790.93674815158,1645.34366344837,"ELECTRICITY, GAS AND WATER SUPPLY"
"124","Australia",1979,"E",3804.03755325473,1827.29735085992,1826.00405526161,1978.03349799312,"ELECTRICITY, GAS AND WATER SUPPLY"
"125","Australia",1980,"E",4503.67886802034,2118.40531421447,2116.90598282922,2386.77288519111,"ELECTRICITY, GAS AND WATER SUPPLY"
"126","Australia",1981,"E",5262.42408850636,2866.09069763165,2864.06218131936,2398.361907187,"ELECTRICITY, GAS AND WATER SUPPLY"
"127","Australia",1982,"E",6587.88223361582,3646.31068192493,3643.72995386072,2944.1522797551,"ELECTRICITY, GAS AND WATER SUPPLY"
"128","Australia",1983,"E",7570.72265859433,3978.70366998457,3975.88768607206,3594.83497252228,"ELECTRICITY, GAS AND WATER SUPPLY"
"129","Australia",1984,"E",8319.04513197473,4255.09643100682,4252.08482620039,4066.96030577434,"ELECTRICITY, GAS AND WATER SUPPLY"
"130","Australia",1985,"E",9125.29491839334,4552.12777063497,4552.12777063497,4573.16714775838,"ELECTRICITY, GAS AND WATER SUPPLY"
"131","Australia",1986,"E",10131.2857851458,4915.38965072186,4915.38965072186,5215.89613442397,"ELECTRICITY, GAS AND WATER SUPPLY"
"132","Australia",1987,"E",10956.1109587817,4760.17265578178,4780.46537967059,6175.64557911114,"ELECTRICITY, GAS AND WATER SUPPLY"
"133","Australia",1988,"E",12111.2176243955,4788.90820290085,4788.90820290085,7322.30942149468,"ELECTRICITY, GAS AND WATER SUPPLY"
"134","Australia",1989,"E",13004,5069,5069,7935,"ELECTRICITY, GAS AND WATER SUPPLY"
"135","Australia",1990,"E",13456,5159,5159,8297,"ELECTRICITY, GAS AND WATER SUPPLY"
"136","Australia",1991,"E",14323,5193,5204.99313314413,9118.00686685587,"ELECTRICITY, GAS AND WATER SUPPLY"
"137","Australia",1992,"E",14554,4999,4999,9555,"ELECTRICITY, GAS AND WATER SUPPLY"
"138","Australia",1993,"E",14601,4667,4648.53974514213,9952.46025485787,"ELECTRICITY, GAS AND WATER SUPPLY"
"139","Australia",1994,"E",13571,4212,4223.52566864495,9347.47433135505,"ELECTRICITY, GAS AND WATER SUPPLY"
"140","Australia",1995,"E",13251,4311,4312.31215029531,8938.68784970469,"ELECTRICITY, GAS AND WATER SUPPLY"
"141","Australia",1996,"E",13391,3924,3937.46534465582,9453.53465534418,"ELECTRICITY, GAS AND WATER SUPPLY"
"142","Australia",1997,"E",14213,3705,3719.8140625,10493.1859375,"ELECTRICITY, GAS AND WATER SUPPLY"
"143","Australia",1998,"E",14595,3666,3666,10929,"ELECTRICITY, GAS AND WATER SUPPLY"
"144","Australia",1999,"E",14755,3875,3899.54283537311,10855.4571646269,"ELECTRICITY, GAS AND WATER SUPPLY"
"145","Australia",2000,"E",16037,4218,4238.02399360171,11798.9760063983,"ELECTRICITY, GAS AND WATER SUPPLY"
"146","Australia",2001,"E",17124,4467,4518.07455252225,12605.9254474778,"ELECTRICITY, GAS AND WATER SUPPLY"
"147","Australia",2002,"E",18564,5000,5047.70328890517,13516.2967110948,"ELECTRICITY, GAS AND WATER SUPPLY"
"148","Australia",2003,"E",19401,5128,5163.42410916604,14237.575890834,"ELECTRICITY, GAS AND WATER SUPPLY"
"149","Australia",2004,"E",20147,5859,5931.36564974108,14215.6343502589,"ELECTRICITY, GAS AND WATER SUPPLY"
"150","Australia",2005,"E",22252,6272,6458.16565360538,15793.8343463946,"ELECTRICITY, GAS AND WATER SUPPLY"
"151","Australia",2006,"E",23066.0856427599,6460.58073790129,6652.34384946726,16413.7417932926,"ELECTRICITY, GAS AND WATER SUPPLY"
"152","Australia",2007,"E",25872.8731169573,6697.24580737901,6896.03361718236,18976.8394997749,"ELECTRICITY, GAS AND WATER SUPPLY"
"153","Australia",1970,"F",2794.87074635437,1854.60090358144,2786.09679825149,8.77394810288024,"CONSTRUCTION"
"154","Australia",1971,"F",3075.32113140668,2024.7911708404,3041.76720032457,33.5539310821096,"CONSTRUCTION"
"155","Australia",1972,"F",3362.54086797697,2193.41114451062,3295.07860972625,67.4622582507154,"CONSTRUCTION"
"156","Australia",1973,"F",3946.6557003339,2599.5099642623,3905.14550837758,41.5101919563226,"CONSTRUCTION"
"157","Australia",1974,"F",4986.26539024539,3425.8813391296,5146.5719722806,-160.306582035209,"CONSTRUCTION"
"158","Australia",1975,"F",5876.8975061452,4021.56466187635,6041.44449988025,-164.546993735057,"CONSTRUCTION"
"159","Australia",1976,"F",6573.80728485037,4416.70335717798,6635.0464180715,-61.2391332211209,"CONSTRUCTION"
"160","Australia",1977,"F",7153.40228930576,4803.47417890035,7216.07759624944,-62.6753069436718,"CONSTRUCTION"
"161","Australia",1978,"F",7650.85933515166,4997.31451840169,7507.27660742954,143.582727722125,"CONSTRUCTION"
"162","Australia",1979,"F",8345.5994190766,5386.19219132147,8091.47282848229,254.126590594309,"CONSTRUCTION"
"163","Australia",1980,"F",9692.73153329522,6259.31570206884,9403.13325799773,289.598275297492,"CONSTRUCTION"
"164","Australia",1981,"F",10624.5324197771,5940.98071757078,8924.9106499052,1699.62176987187,"CONSTRUCTION"
"165","Australia",1982,"F",11124.4819580818,6455.31891095906,9697.58146606315,1426.90049201867,"CONSTRUCTION"
"166","Australia",1983,"F",11789.0301059009,5844.80539129007,8780.4300944908,3008.60001141005,"CONSTRUCTION"
"167","Australia",1984,"F",13536.2984175082,6909.09420494682,10379.2709288815,3157.02748862667,"CONSTRUCTION"
"168","Australia",1985,"F",15281.835885103,7960.24856215998,11965.2562554107,3316.57962969238,"CONSTRUCTION"
"169","Australia",1986,"F",17044.1619572234,8970.28111320957,13443.1156064907,3601.04635073273,"CONSTRUCTION"
"170","Australia",1987,"F",18832.8979546037,9510.34536900697,14312.5791735352,4520.31878106852,"CONSTRUCTION"
"171","Australia",1988,"F",22408.0344894896,10987.0188196186,16681.9238921052,5726.11059738435,"CONSTRUCTION"
"172","Australia",1989,"F",25436,12770,19433.7806547353,6002.21934526475,"CONSTRUCTION"
"173","Australia",1990,"F",25356,12935,19009.6229536631,6346.37704633694,"CONSTRUCTION"
"174","Australia",1991,"F",22645,11464,18206.0125896079,4438.98741039209,"CONSTRUCTION"
"175","Australia",1992,"F",22981,11777,18976.5557201903,4004.44427980972,"CONSTRUCTION"
"176","Australia",1993,"F",24724,12420,20453.1737493276,4270.82625067241,"CONSTRUCTION"
"177","Australia",1994,"F",27172,13416,21496.214019641,5675.78598035896,"CONSTRUCTION"
"178","Australia",1995,"F",28463,13705,22306.4907790247,6156.50922097526,"CONSTRUCTION"
"179","Australia",1996,"F",30145,14299,22318.1593567624,7826.84064323759,"CONSTRUCTION"
"180","Australia",1997,"F",31694,14904,23097.9008250194,8596.09917498058,"CONSTRUCTION"
"181","Australia",1998,"F",34906,16186,24654.7138952059,10251.2861047941,"CONSTRUCTION"
"182","Australia",1999,"F",39199,17677,26490.4638423727,12708.5361576273,"CONSTRUCTION"
"183","Australia",2000,"F",33930,17100,26507.732361946,7422.26763805395,"CONSTRUCTION"
"184","Australia",2001,"F",39671,19129,28663.7965838509,11007.2034161491,"CONSTRUCTION"
"185","Australia",2002,"F",44512,20442,30705.7692873815,13806.2307126185,"CONSTRUCTION"
"186","Australia",2003,"F",51901,23271,33903.7764409625,17997.2235590375,"CONSTRUCTION"
"187","Australia",2004,"F",56940,25760,36894.2938486757,20045.7061513243,"CONSTRUCTION"
"188","Australia",2005,"F",61713,28114,40462.0551701355,21250.9448298645,"CONSTRUCTION"
"189","Australia",2006,"F",70422.9576425878,33236.693472452,47834.7060167615,22588.2516258263,"CONSTRUCTION"
"190","Australia",2007,"F",76739.5928840745,38964.8449548289,56078.7403520687,20660.8525320058,"CONSTRUCTION"
"191","Australia",1970,"G",4915.29683510764,2696.10131356946,3443.70305801318,1471.59377709446,"WHOLESALE AND RETAIL TRADE"
"192","Australia",1971,"G",5353.10319294269,2974.48702966455,3800.85721723228,1552.24597571041,"WHOLESALE AND RETAIL TRADE"
"193","Australia",1972,"G",5878.95116225619,3289.91671574975,4205.2511436108,1673.70001864539,"WHOLESALE AND RETAIL TRADE"
"194","Australia",1973,"G",7166.01200384753,4108.5157484792,5253.11430420379,1912.89769964374,"WHOLESALE AND RETAIL TRADE"
"195","Australia",1974,"G",8616.13017017965,5320.17102088131,6804.31060932289,1811.81956085676,"WHOLESALE AND RETAIL TRADE"
"196","Australia",1975,"G",9914.35390736221,6163.54583994954,7895.7840047646,2018.56990259761,"WHOLESALE AND RETAIL TRADE"
"197","Australia",1976,"G",11463.5570552064,7039.40535071857,9028.63700324047,2434.92005196596,"WHOLESALE AND RETAIL TRADE"
"198","Australia",1977,"G",12340.3769632256,7643.15891416076,9810.36889452892,2530.00806869666,"WHOLESALE AND RETAIL TRADE"
"199","Australia",1978,"G",13565.7952618952,8212.32385877777,10549.8035914712,3015.99167042402,"WHOLESALE AND RETAIL TRADE"
"200","Australia",1979,"G",14574.4560174263,9034.9869014499,11595.9521998925,2978.50381753386,"WHOLESALE AND RETAIL TRADE"
"201","Australia",1980,"G",16598.6778892701,10104.4253478799,12953.5062017927,3645.17168747733,"WHOLESALE AND RETAIL TRADE"
"202","Australia",1981,"G",18478.8214619729,11472.1627652105,14721.982540773,3756.83892119984,"WHOLESALE AND RETAIL TRADE"
"203","Australia",1982,"G",19470.7857351357,12608.8369377876,16190.5208338495,3280.2649012862,"WHOLESALE AND RETAIL TRADE"
"204","Australia",1983,"G",21265.483692591,13413.9123730882,17253.068158864,4012.41553372698,"WHOLESALE AND RETAIL TRADE"
"205","Australia",1984,"G",24903.5989423397,15272.6871899222,19537.8715631387,5365.72737920101,"WHOLESALE AND RETAIL TRADE"
"206","Australia",1985,"G",28528.1515287763,17160.1046866492,22083.9526460495,6444.19888272681,"WHOLESALE AND RETAIL TRADE"
"207","Australia",1986,"G",30568.9170580455,18060.4619739721,23042.5226028658,7526.39445517977,"WHOLESALE AND RETAIL TRADE"
"208","Australia",1987,"G",35412.9824435838,20891.5799909239,26816.4453440806,8596.53709950317,"WHOLESALE AND RETAIL TRADE"
"209","Australia",1988,"G",41852.0783418492,24842.0425518309,30859.3790382713,10992.6993035779,"WHOLESALE AND RETAIL TRADE"
"210","Australia",1989,"G",44213,27257,33847.8692414699,10365.1307585301,"WHOLESALE AND RETAIL TRADE"
"211","Australia",1990,"G",45748,28510,35800.0752234157,9947.92477658427,"WHOLESALE AND RETAIL TRADE"
"212","Australia",1991,"G",45504,28462,36021.4685755523,9482.53142444772,"WHOLESALE AND RETAIL TRADE"
"213","Australia",1992,"G",48932,30010,38015.8010649731,10916.1989350268,"WHOLESALE AND RETAIL TRADE"
"214","Australia",1993,"G",51465,31495,39467.9048264436,11997.0951735564,"WHOLESALE AND RETAIL TRADE"
"215","Australia",1994,"G",54755,32768,38712.8788870507,16042.1211129493,"WHOLESALE AND RETAIL TRADE"
"216","Australia",1995,"G",59262,35265,41279.6920813472,17982.3079186528,"WHOLESALE AND RETAIL TRADE"
"217","Australia",1996,"G",62723,39251,45658.994290573,17064.005709427,"WHOLESALE AND RETAIL TRADE"
"218","Australia",1997,"G",64406,41387,47932.9667654689,16473.0332345311,"WHOLESALE AND RETAIL TRADE"
"219","Australia",1998,"G",67768,43465,49878.4458400017,17889.5541599983,"WHOLESALE AND RETAIL TRADE"
"220","Australia",1999,"G",71170,47128,54029.392292885,17140.607707115,"WHOLESALE AND RETAIL TRADE"
"221","Australia",2000,"G",72038,49362,56230.9293708647,15807.0706291353,"WHOLESALE AND RETAIL TRADE"
"222","Australia",2001,"G",78728,51880,60531.6094351824,18196.3905648177,"WHOLESALE AND RETAIL TRADE"
"223","Australia",2002,"G",85870,55203,64286.1476137493,21583.8523862507,"WHOLESALE AND RETAIL TRADE"
"224","Australia",2003,"G",92643,57324,66870.8370752852,25772.1629247148,"WHOLESALE AND RETAIL TRADE"
"225","Australia",2004,"G",96345,61433,70688.8940337802,25656.1059662198,"WHOLESALE AND RETAIL TRADE"
"226","Australia",2005,"G",99844,64332,72952.6452001664,26891.3547998336,"WHOLESALE AND RETAIL TRADE"
"227","Australia",2006,"G",107231.826240293,70919.6718579093,80423.0811845159,26808.7450557771,"WHOLESALE AND RETAIL TRADE"
"228","Australia",2007,"G",120085.470152712,78466.7893119433,88981.5308193498,31103.9393333625,"WHOLESALE AND RETAIL TRADE"
"229","Australia",1970,"H",849.921702797188,483.790235707789,657.380986070424,192.540716726764,"HOTELS AND RESTAURANTS"
"230","Australia",1971,"H",942.629715278894,543.857628493313,739.001405387605,203.628309891289,"HOTELS AND RESTAURANTS"
"231","Australia",1972,"H",1049.78081719888,609.593097283774,828.323686210519,221.457130988361,"HOTELS AND RESTAURANTS"
"232","Australia",1973,"H",1293.82080886506,755.48289586493,1026.56079926136,267.260009603704,"HOTELS AND RESTAURANTS"
