"","country","year","ind_code","VA","COMP","GOS","NOS","TOP","employed_hrs","self_employed_hrs"
"5261","Austria",2001,"VM",8008.97,3983.19,3831.87,3092.93,193.91,198.382,135.151
"5262","Austria",2002,"VM",8799.1,4328.5,4246.01,3452.64,224.59,208.187,139.63
"5263","Austria",2003,"VM",8972.86,4666.4,4079.31,3236.95,227.15,208.187,140.938
"5264","Austria",2004,"VM",9246.72,4917.52,4103.71,3216.77,225.49,218.606,147.496
"5265","Austria",2005,"VM",10028.05,5277.89,4515.94,3573.14,234.23,224.063,144.093
"5266","Austria",2006,"VM",10632.59,5745.13,4637.76,3652.25,249.71,224.811,152.654
"5267","Austria",2007,"VM",11388.36,6407.53,4697.66,3654.61,283.17,235.006,164.611
"5268","Austria",2008,"VM",12371.26,6745.47,5325.94,4196.93,299.85,252.12,172.095
"5269","Austria",2009,"VM",12224.86,6952.58,4958.75,3754.5,313.53,253.3,168.233
"5270","Austria",2010,"VM",12532.4,7098.03,5100.71,3822.8,333.66,261.31,168.871
"5271","Austria",2011,"VM",13386.47,7432.25,5594.43,4213.97,359.79,266.696,176.321
"5272","Austria",2012,"VM",14116.33,7906.17,5838.2,4338.34,371.96,266.104,178.665
"5273","Austria",2013,"VM",14790.76,8512.12,5841.56,4249.93,437.08,282.946,176.225
"5274","Austria",2014,"VM",15257.84,8671.64,6135.4,4462.62,450.8,283.307,176.09
"5275","Austria",2015,"VM",16174.76,9058.86,6643.33,4900.94,472.56,290.218,174.959
"5276","Austria",2016,"VM",17063.27,9443.42,7138.37,5305.62,481.49,289.209,178.455
"5277","Austria",2017,"VM",17811.78,10041.73,7306.61,5380.3,463.44,299.939,183.669
"5278","Belgium",1999,"VM",15421.1,5374.3,10030.2,8527,16.6,164.8375,415.9855
"5279","Belgium",2000,"VM",16348.3,5929.4,10421.9,8719.5,-3,177.0171,443.5765
"5280","Belgium",2001,"VM",17630,6565.4,11076,9157.4,-11.4,188.42,467.0854
"5281","Belgium",2002,"VM",17447.6,6590.8,10921,8850.7,-64.2,186.2323,491.7432
"5282","Belgium",2003,"VM",18548.7,6632.6,11951.9,9735.2,-35.8,187.508,495.8523
"5283","Belgium",2004,"VM",19816,6922.9,13117.1,10791.2,-224,189.2216,500.5889
"5284","Belgium",2005,"VM",21203.5,7355.6,13940.2,11405,-92.3,196.5008,514.5998
"5285","Belgium",2006,"VM",22920.7,8060.3,15013,12195.2,-152.6,205.6215,548.6925
"5286","Belgium",2007,"VM",24770.8,8840.8,16095.8,13093.8,-165.8,215.0333,573.9452
"5287","Belgium",2008,"VM",26549.7,9446.6,17232.8,14045.6,-129.7,226.6832,597.3016
"5288","Belgium",2009,"VM",27632.9,9210.2,18744.4,15392.8,-321.7,215.4538,619.8761
"5289","Belgium",2010,"VM",28272,9277.9,19414.5,15812.8,-420.4,214.3342,626.3728
"5290","Belgium",2011,"VM",30005.3,9766.9,20681.4,16680.2,-443,220.2248,648.7502
"5291","Belgium",2012,"VM",30704.8,10184.6,21023,16681.6,-502.8,225.9213,669.6479
"5292","Belgium",2013,"VM",32751.8,10592.8,22670.8,18137.5,-511.8,232.1433,677.8075
"5293","Belgium",2014,"VM",34067.7,10818.6,23814.3,19189.8,-565.2,235.5341,681.3089
"5294","Belgium",2015,"VM",34889.1,11133.7,24313,19560.4,-557.6,241.2957,676.6957
"5295","Belgium",2016,"VM",35757.7,11653.1,24678.4,19794.5,-573.8,251.3452,684.699
"5296","Belgium",2017,"VM",37504.7,12371,25718.2,20616,-584.5,264.8727,696.9198
"5297","Czechia",1995,"VM",66205,25091,41050,25255,64,305.086,119.803
"5298","Czechia",1996,"VM",72001,27739,44101,26194,161,280.65,123.563
"5299","Czechia",1997,"VM",74046,30540,43762,22557,-256,255.47,125.125
"5300","Czechia",1998,"VM",81731,33945,48400,24575,-614,265.432,127.69
"5301","Czechia",1999,"VM",85811,36555,50594,25761,-1338,271.207,128.709
"5302","Czechia",2000,"VM",94144,39295,56126,30251,-1277,279.202,136.984
"5303","Czechia",2001,"VM",100968,40189,63366,37048,-2587,245.755,152.189
"5304","Czechia",2002,"VM",123945,44595,80523,54158,-1173,254.822,161.483
"5305","Czechia",2003,"VM",124702,48706,77823,51890,-1827,256.415,177.075
"5306","Czechia",2004,"VM",133591,52517,82489,56142,-1415,261.155,169.852
"5307","Czechia",2005,"VM",143631,59773,89435,62701,-5577,277.732,175.407
"5308","Czechia",2006,"VM",150154,63307,91942,64659,-5095,283.505,176.892
"5309","Czechia",2007,"VM",167482,71606,97875,69537,-1999,306.051,174.839
"5310","Czechia",2008,"VM",181814,79121,104351,75319,-1658,323.308,160.717
"5311","Czechia",2009,"VM",178769,80305,100126,69098,-1662,324.666,162.17
"5312","Czechia",2010,"VM",175898,84643,93794,61482,-2539,329.831,157.094
"5313","Czechia",2011,"VM",176205,82393,96312,62705,-2500,313.98,150.069
"5314","Czechia",2012,"VM",176967,86718,92490,57384,-2241,325.723,147.637
"5315","Czechia",2013,"VM",181900,87279,96767,57565,-2146,329.177,145.499
"5316","Czechia",2014,"VM",188301,90284,100485,59148,-2468,342.279,150.568
"5317","Czechia",2015,"VM",202505,95498,109733,66796,-2726,343.553,147.099
"5318","Czechia",2016,"VM",217111,102750,116066,71325,-1705,370.815,159.408
"5319","Czechia",2017,"VM",226988,111453,117297,70563,-1762,381.349,155.157
"5320","Denmark",1966,"VM",2021,1076,938,675,7,82.104,26.631
"5321","Denmark",1967,"VM",2170,1213,949,668,7,83.525,25.74
"5322","Denmark",1968,"VM",2472,1379,1084,766,8,84.587,25.239
"5323","Denmark",1969,"VM",2776,1573,1195,851,8,86.237,25.054
"5324","Denmark",1970,"VM",3183,1825,1347,965,10,89.641,24.959
"5325","Denmark",1971,"VM",3579,2043,1524,1094,12,90.965,24.325
"5326","Denmark",1972,"VM",4087,2346,1728,1223,13,90.309,23.034
"5327","Denmark",1973,"VM",4592,2638,1938,1392,16,88.482,23.114
"5328","Denmark",1974,"VM",5131,3085,2080,1430,-35,88.052,24.002
"5329","Denmark",1975,"VM",5794,3437,2335,1592,21,83.095,24.62
"5330","Denmark",1976,"VM",6581,3895,2690,1874,-3,83.471,24.455
"5331","Denmark",1977,"VM",7620,4581,3021,2085,18,86.226,25.354
"5332","Denmark",1978,"VM",8777,5385,3366,2308,26,88.119,26.388
"5333","Denmark",1979,"VM",10288,6221,4044,2852,23,90.984,27.001
"5334","Denmark",1980,"VM",11571,7104,4447,3065,20,94.695,27.183
"5335","Denmark",1981,"VM",13009,7939,5052,3458,18,92.409,26.67
"5336","Denmark",1982,"VM",15381,9028,6353,4572,0,93.516,27.172
"5337","Denmark",1983,"VM",17258,10068,7221,5260,-31,91.721,25.913
"5338","Denmark",1984,"VM",18543,11045,7516,5319,-18,94.828,25.957
"5339","Denmark",1985,"VM",20595,12258,8333,5935,4,99.173,27.941
"5340","Denmark",1986,"VM",23075,13674,9393,6788,8,104.394,28.79
"5341","Denmark",1987,"VM",25844,15534,10270,7340,40,105.93,29.037
"5342","Denmark",1988,"VM",28706,16246,12597,9271,-137,104.312,28.966
"5343","Denmark",1989,"VM",32651,18225,14646,10886,-219,110.852,30.14
"5344","Denmark",1990,"VM",35060,19681,15642,11585,-263,114.899,27.001
"5345","Denmark",1991,"VM",37092,20566,16755,12313,-228,115.294,26.766
"5346","Denmark",1992,"VM",37531,20524,17479,12942,-472,110.944,29.91
"5347","Denmark",1993,"VM",37477,21262,16515,11773,-299,112.813,29.524
"5348","Denmark",1994,"VM",38874,20878,18274,13099,-278,107.707,29.412
"5349","Denmark",1995,"VM",38445,22144,16605,11043,-305,112.831,30.95
"5350","Denmark",1996,"VM",40659,24080,16913,11102,-334,119.475,32.452
"5351","Denmark",1997,"VM",46879,25890,21198,15007,-209,127.494,30.936
"5352","Denmark",1998,"VM",46870,28170,18821,12152,-122,134.401,33.707
"5353","Denmark",1999,"VM",50114,30445,19763,12482,-95,141.757,36.155
"5354","Denmark",2000,"VM",54112,33420,20792,13021,-99,151.618,38.092
"5355","Denmark",2001,"VM",58083,36269,21814,13513,-1,157.424,41.377
"5356","Denmark",2002,"VM",56605,38174,18458,9632,-27,156.187,47.077
"5357","Denmark",2003,"VM",56345,40877,15517,6573,-49,159.01,47.27
"5358","Denmark",2004,"VM",61071,42358,18764,9823,-51,160.807,42.91
"5359","Denmark",2005,"VM",66726,46801,20022,10999,-98,170.225,41.368
"5360","Denmark",2006,"VM",71676,49627,22160,12990,-111,176.424,44.281
"5361","Denmark",2007,"VM",72338,54754,17848,8241,-266,185.846,41.245
"5362","Denmark",2008,"VM",84215,57786,26686,16371,-257,195.132,39.51
"5363","Denmark",2009,"VM",84333,57683,27035,16315,-385,193.823,37.216
"5364","Denmark",2010,"VM",85016,59485,26146,15043,-616,192.07,38.342
"5365","Denmark",2011,"VM",83854,60853,23710,11994,-709,193.121,39.174
"5366","Denmark",2012,"VM",82948,62650,20986,9174,-688,194.665,39.338
"5367","Denmark",2013,"VM",89043,65967,23614,11947,-538,203.548,40.467
"5368","Denmark",2014,"VM",92806,67980,25307,13958,-481,202.95,41.666
"5369","Denmark",2015,"VM",99271,71189,28449,17400,-367,206.888,44.471
"5370","Denmark",2016,"VM",106222,75109,31408,20701,-295,219.484,43.991
"5371","Denmark",2017,"VM",114931,78722,36487,25976,-279,223.825,43.742
"5372","France",1978,"VM",13954,10168,3523,696,263,1025.668,291.447
"5373","France",1979,"VM",15633,11750,3579,327,304,1086.163,302.447
"5374","France",1980,"VM",18837,14091,4423,554,322,1135.756,311.913
"5375","France",1981,"VM",21944,16472,5061,479,411,1166.838,319.714
"5376","France",1982,"VM",24983,18837,5693,269,453,1146.413,317.603
"5377","France",1983,"VM",27759,20914,6407,207,438,1138.777,325.984
"5378","France",1984,"VM",30734,23204,7107,176,422,1174.138,338.852
"5379","France",1985,"VM",33614,25370,7814,308,430,1209.751,324.484
"5380","France",1986,"VM",38281,27773,10060,2005,448,1249.545,337.216
"5381","France",1987,"VM",40756,29454,10747,2293,556,1338.971,348.363
"5382","France",1988,"VM",45330,31708,12972,3909,651,1433.747,348.345
"5383","France",1989,"VM",50570,34506,15274,5432,790,1537.198,367.359
"5384","France",1990,"VM",54003,37891,15149,5011,963,1608.145,394.475
"5385","France",1991,"VM",56994,39905,16095,5006,994,1632.033,410.728
"5386","France",1992,"VM",59578,41622,16811,5170,1145,1658.067,423.667
"5387","France",1993,"VM",59606,41813,16498,4404,1295,1676.95,432.234
"5388","France",1994,"VM",61160,42629,17280,4783,1252,1698.42,421.04
"5389","France",1995,"VM",64310,44207,19088,6199,1015,1681.185,400.671
"5390","France",1996,"VM",67334,45133,20780,7424,1422,1678.393,397.395
"5391","France",1997,"VM",69774,46825,21007,7248,1941,1721.217,415.618
"5392","France",1998,"VM",74121,50241,22063,7789,1817,1776.832,427.646
"5393","France",1999,"VM",78751,53680,23268,8295,1803,1846.896,425.1
"5394","France",2000,"VM",84128,57974,24081,8093,2073,1914.659,432.103
"5395","France",2001,"VM",89497,63433,24062,7087,2002,1972.972,417.806
"5396","France",2002,"VM",94705,66407,26169,8585,2129,1934.16,397.474
"5397","France",2003,"VM",99124,67515,30084,11906,1525,1950.794,408.519
"5398","France",2004,"VM",104840,69626,33284,14201,1930,2020.848,430.466
"5399","France",2005,"VM",111207,71870,37337,17080,2000,2065.638,438.823
"5400","France",2006,"VM",119784,77307,40339,18617,2139,2099.334,447.166
"5401","France",2007,"VM",128019,82127,43466,20356,2425,2180.734,463.093
"5402","France",2008,"VM",134703,86568,45530,21109,2606,2245.585,457.931
"5403","France",2009,"VM",130099,88928,38295,12970,2876,2273.053,454.196
"5404","France",2010,"VM",135514,91913,41243,14940,2358,2265.499,482.081
"5405","France",2011,"VM",142354,97346,42034,14460,2974,2393.105,528.548
"5406","France",2012,"VM",144685,101367,40054,11446,3265,2421.529,564.499
"5407","France",2013,"VM",146039,103837,38591,9063,3611,2440.03,585.492
"5408","France",2014,"VM",148745,107576,38587,8181,2582,2494.059,594.48
"5409","France",2015,"VM",152309,110140,40580,8973,1590,2517.193,586.071
"5410","France",2016,"VM",157371,113313,42371,9657,1690,2593.075,584.609
"5411","Germany",1995,"VM",107512,34910,73787,65421,-1185,1441,690
"5412","Germany",1996,"VM",110073,37368,73611,64982,-906,1507,734
"5413","Germany",1997,"VM",112071,39006,73852,64967,-787,1550,782
"5414","Germany",1998,"VM",115021,42268,73861,64752,-1108,1659,822
"5415","Germany",1999,"VM",122274,45864,77333,67954,-923,1782,844
"5416","Germany",2000,"VM",127503,50674,77743,67679,-914,1923,846
"5417","Germany",2001,"VM",132859,52972,80684,70030,-797,1990,847
"5418","Germany",2002,"VM",132762,54557,79016,68020,-811,2013,866
"5419","Germany",2003,"VM",133372,55834,78331,67146,-793,2032,921
"5420","Germany",2004,"VM",129507,57107,73073,61669,-673,2075,999
"5421","Germany",2005,"VM",131881,59020,73449,61877,-588,2101,1049
"5422","Germany",2006,"VM",137236,60943,76991,65249,-698,2222,1076
"5423","Germany",2007,"VM",145806,63790,82694,70586,-678,2361,1105
"5424","Germany",2008,"VM",151165,70498,81371,68832,-704,2443,1129
"5425","Germany",2009,"VM",135108,70117,65956,52919,-965,2400,1140
"5426","Germany",2010,"VM",140092,75028,66273,52745,-1209,2442,1157
"5427","Germany",2011,"VM",143465,80642,64375,50241,-1552,2496,1215
"5428","Germany",2012,"VM",148849,86840,63473,48755,-1464,2560,1173
"5429","Germany",2013,"VM",153969,87564,67651,52454,-1246,2644,1140
"5430","Germany",2014,"VM",157032,93025,65067,49226,-1060,2708,1114
"5431","Germany",2015,"VM",163126,99780,64425,47776,-1079,2786,1111
"5432","Germany",2016,"VM",166772,100119,67836,50350,-1183,2860,1113
"5433","Germany",2017,"VM",171650,111594,61406,42893,-1350,2955,1086
"5434","Greece",1995,"VM",2624.3616,471.9356,2152.3817,1993.6071,0.0442,97.0483,183.3627
"5435","Greece",1996,"VM",2766.3484,523.4268,2242.8727,2034.5254,0.049,94.5051,177.7798
"5436","Greece",1997,"VM",3184.5025,597.8367,2586.6115,2323.0363,0.0543,96.5041,184.4995
"5437","Greece",1998,"VM",3597.0687,725.6876,2871.3217,2548.6383,0.0595,112.4001,214.9398
"5438","Greece",1999,"VM",3994.2617,842.0883,3152.1098,2773.1743,0.0635,120.2856,214.9098
"5439","Greece",2000,"VM",3819.6464,909.9956,2909.5837,2450.9629,0.0671,121.3478,217.1827
"5440","Greece",2001,"VM",4136.2981,1215.1452,2921.081,2379.7969,0.0719,135.0949,230.3332
"5441","Greece",2002,"VM",5007.7421,1425.5919,3582.0734,3004.9846,0.0768,142.4032,249.9682
"5442","Greece",2003,"VM",5495.346,1756.8893,3738.3722,3098.7538,0.0845,150.4152,252.7951
"5443","Greece",2004,"VM",6240.8288,1905.4346,4335.3028,3622.3102,0.0913,171.4764,273.3024
"5444","Greece",2005,"VM",6363.8519,1943.0367,4420.7209,3691.553,0.0942,202.3431,268.5041
"5445","Greece",2006,"VM",8017.7799,2265.6708,5752.0074,5023.3681,0.1017,206.8839,279.9641
"5446","Greece",2007,"VM",8866.6462,2374.9169,6491.6081,5727.6732,0.1212,210.7647,277.8727
"5447","Greece",2008,"VM",8111.82,2521.4692,5590.2282,4767.2836,0.1226,209.9407,298.6332
"5448","Greece",2009,"VM",8298.9851,2454.3588,5844.5406,5002.49,0.0857,199.6564,305.736
"5449","Greece",2010,"VM",7383.6651,3441.279,3941.996,3093.5561,0.3901,189.7313,316.8789
"5450","Greece",2011,"VM",6661.0323,2742.9,3970.2686,3104.3499,-52.1362,174.8322,309.2112
"5451","Greece",2012,"VM",6189.2241,2342.9566,3865.6237,2703.9575,-19.3562,181.0227,300.5757
"5452","Greece",2013,"VM",5446.286,2173.3958,3288.1514,2495.5622,-15.2612,176.2621,281.1889
"5453","Greece",2014,"VM",5209.7969,2115.9204,3106.5065,2385.2755,-12.6299,192.7735,261.9057
"5454","Greece",2015,"VM",5432.5058,2068.8315,3356.8369,2679.0076,6.8373,207.6497,280.8007
"5455","Greece",2016,"VM",5308.4789,1812.1331,3490.0049,2829.362,6.3408,196.8219,274.0376
"5456","Greece",2017,"VM",5392.5148,1860.1613,3529.6247,2884.007,2.7288,215.8508,263.4787
"5457","Hungary",2010,"VM",1305745,792052,499987,337030,13706,190.609,38.389
"5458","Hungary",2011,"VM",1369065,820727,533044,361758,15294,221.859,37.537
"5459","Hungary",2012,"VM",1373419,840597,513651,346587,19171,208.547,32.772
"5460","Hungary",2013,"VM",1469352,887258,561665,395193,20429,250.874,42.262
"5461","Hungary",2014,"VM",1556492,913468,618415,442703,24609,315.825,43.886
"5462","Hungary",2015,"VM",1596812,852331,710950,520158,33531,335.217,41.49
"5463","Hungary",2016,"VM",1707666,926203,754240,558270,27223,377.489,44.691
"5464","Hungary",2017,"VM",1905688,1004279,867351,673106,34058,390.799,51.358
"5465","Italy",1995,"VM",54887.6,11026.8,43987.4,41289.1,-126.6,555.8477,1174.1406
"5466","Italy",1996,"VM",60099,11775.3,48419,45559.7,-95.3,592.7483,1253.0047
"5467","Italy",1997,"VM",67172.9,12543.5,54584.1,51548.3,45.2,632.2786,1352.4115
"5468","Italy",1998,"VM",66220.2,12645.9,52194.3,49001.9,1380.1,652.4733,1466.1198
"5469","Italy",1999,"VM",70162.9,12831.4,56164,52775.6,1167.5,647.0849,1588.9577
"5470","Italy",2000,"VM",77923.9,13950,62779.5,58998.3,1194.5,696.6787,1711.0085
"5471","Italy",2001,"VM",78255.9,14991.3,61891,57763.6,1373.5,726.8434,1692.5155
"5472","Italy",2002,"VM",80838.8,16267,63035.3,58563.4,1536.5,768.4748,1743.6242
"5473","Italy",2003,"VM",87457.4,17154.7,68757.5,64110,1545.3,782.0945,1815.2075
"5474","Italy",2004,"VM",89338.7,17889.5,69882.7,65028.3,1566.5,774.6926,1927.3219
"5475","Italy",2005,"VM",90936.7,19348.4,69755.2,64726.5,1833.1,788.6073,1961.9097
"5476","Italy",2006,"VM",90155.8,20170.6,68010.2,62782.4,1975.1,809.0855,1997.9805
"5477","Italy",2007,"VM",92825,21630.9,69053.4,63674.9,2140.8,853.0262,2051.0028
"5478","Italy",2008,"VM",96072.7,23081.8,70948,65369.5,2042.9,895.0399,2055.7208
"5479","Italy",2009,"VM",93574.6,24457,67357.3,61755.4,1760.3,930.3952,1935.3843
"5480","Italy",2010,"VM",95174.5,25096.7,68290.1,62400.1,1787.7,932.688,1991.3054
"5481","Italy",2011,"VM",94243.2,25470,66901.6,60925.5,1871.6,944.0849,2025.8276
"5482","Italy",2012,"VM",93198.7,24689.2,66743.9,60690.1,1765.7,919.7505,2044.9924
"5483","Italy",2013,"VM",92651.8,25148.6,65830.3,59880.5,1672.9,918.2428,1986.818
"5484","Italy",2014,"VM",93803.9,25656.3,66465.4,60501.3,1682.2,931.3248,2011.8922
"5485","Italy",2015,"VM",95536.8,27018.3,66968.8,60943.9,1549.7,969.8424,2022.2849
"5486","Italy",2016,"VM",96691.5,27738.7,67652.7,61544.3,1300,1021.2633,1991.3542
"5487","Italy",2017,"VM",98269.2,28104.5,68847.7,62616.4,1317.1,1028.6461,1948.4083
"5488","Luxembourg",1995,"VM",533.044,315.342,223.047,205.918,-5.345,12.6787,2.6907
"5489","Luxembourg",1996,"VM",584.58,340.264,248.36,229.791,-4.044,13.4528,2.6547
"5490","Luxembourg",1997,"VM",637.009,389.428,252.444,232.891,-4.862,14.2901,2.825
"5491","Luxembourg",1998,"VM",753.939,466.222,290.817,264.561,-3.1,16.8736,3.0567
"5492","Luxembourg",1999,"VM",802.785,528.718,276.042,246.069,-1.975,18.674,3.2155
"5493","Luxembourg",2000,"VM",984.095,668.544,318.977,282.225,-3.426,21.3997,3.3769
"5494","Luxembourg",2001,"VM",1103.817,747.108,359.487,318.538,-2.779,23.4407,3.9984
"5495","Luxembourg",2002,"VM",1286.704,891.27,400.303,359.551,-4.87,25.2126,4.1263
"5496","Luxembourg",2003,"VM",1274.197,903.238,379.061,326.73,-8.102,25.7891,4.0649
"5497","Luxembourg",2004,"VM",1437.211,993.256,450.314,385.51,-6.359,26.2424,4.4775
"5498","Luxembourg",2005,"VM",1410.488,1084.192,330.407,261.717,-4.11,27.9204,4.6413
"5499","Luxembourg",2006,"VM",1701.513,1238.965,474.048,401.504,-11.5,30.7015,4.8936
"5500","Luxembourg",2007,"VM",2050.891,1487.78,584.308,508.905,-21.197,34.1145,5.1289
"5501","Luxembourg",2008,"VM",2412.209,1719.182,709.333,614.438,-16.305,37.9103,6.5397
"5502","Luxembourg",2009,"VM",2576.912,1791.463,794.811,675.931,-9.362,37.7616,6.6989
"5503","Luxembourg",2010,"VM",2513.439,1887.013,637.308,516.661,-10.882,38.6898,7.2759
"5504","Luxembourg",2011,"VM",2871.331,2045.627,837.914,736.146,-12.21,40.5154,7.7212
"5505","Luxembourg",2012,"VM",2910.864,2179.211,751.68,637.031,-20.027,42.8938,8.1606
"5506","Luxembourg",2013,"VM",3216.527,2303.142,948.971,838.511,-35.587,44.3964,8.3426
"5507","Luxembourg",2014,"VM",3439.926,2536.669,940.331,799.387,-37.073,46.0657,8.5131
"5508","Luxembourg",2015,"VM",3747.156,2717.752,1058.773,911.681,-29.37,48.7668,8.7478
"5509","Luxembourg",2016,"VM",3989.052,3017.495,997.636,840.821,-26.078,52.4307,8.9856
"5510","Luxembourg",2017,"VM",4107.978,3408.898,736.127,562.431,-37.047,55.6234,9.0155
"5511","Netherlands",1995,"VM",20791,14331,7015,5120,-555,587.736,167.207
"5512","Netherlands",1996,"VM",22667,15253,7976,6042,-562,620.632,179.113
"5513","Netherlands",1997,"VM",24800,16828,8601,6618,-629,643.025,174.705
"5514","Netherlands",1998,"VM",26111,18170,8698,6626,-757,672.159,177.26
"5515","Netherlands",1999,"VM",28953,20014,9743,7530,-804,711.208,178.039
"5516","Netherlands",2000,"VM",31780,22735,9915,7502,-870,742.153,179.448
"5517","Netherlands",2001,"VM",35180,24492,11574,8982,-886,780.102,173.869
"5518","Netherlands",2002,"VM",36065,25581,11337,8595,-853,782.029,170.322
"5519","Netherlands",2003,"VM",36353,26140,11156,8327,-943,762.86,175.767
"5520","Netherlands",2004,"VM",37608,26460,12103,9211,-955,766.807,198.372
"5521","Netherlands",2005,"VM",39527,26967,13520,10574,-960,755.282,192.784
"5522","Netherlands",2006,"VM",42580,28139,15487,12436,-1046,772.428,208.824
"5523","Netherlands",2007,"VM",45737,29934,16870,13646,-1067,797.766,238.159
"5524","Netherlands",2008,"VM",48765,32294,17620,14218,-1149,827.257,248.075
"5525","Netherlands",2009,"VM",47720,32717,16234,12675,-1231,829.27,252.921
"5526","Netherlands",2010,"VM",47110,31568,16983,13315,-1441,774.715,284.684
"5527","Netherlands",2011,"VM",48172,32316,17277,13578,-1421,772.93,297.282
"5528","Netherlands",2012,"VM",47414,32928,15793,12013,-1307,773.523,305.014
"5529","Netherlands",2013,"VM",46639,32912,14819,10940,-1092,762.241,309.533
"5530","Netherlands",2014,"VM",48361,33634,15819,11869,-1092,771.44,323.916
"5531","Netherlands",2015,"VM",50937,33366,18831,14819,-1260,783.998,349.583
"5532","Netherlands",2016,"VM",52384,34381,19396,15296,-1393,812.572,350.188
"5533","Netherlands",2017,"VM",54546,35541,20455,16202,-1450,821.046,351.895
"5534","New Zealand",2013,"VM",17757,9295,8368,6658,94,194.168,58.968
"5535","New Zealand",2014,"VM",18565,9715,8722,6988,128,180.804,62.14
"5536","New Zealand",2015,"VM",19871,10396,9345,7520,130,188.864,53.9188
"5537","Portugal",1995,"VM",2377.292,1541.907,853.637,480.4,-18.252,164.5928,71.9009
"5538","Portugal",1996,"VM",2509.661,1707.811,846.33,451.19,-44.48,170.8917,68.4009
"5539","Portugal",1997,"VM",2723.556,1884.821,879.022,460.334,-40.287,174.9395,79.1971
"5540","Portugal",1998,"VM",3090.766,2076.247,1068.001,621.058,-53.482,180.4518,85.6289
"5541","Portugal",1999,"VM",3570.37,2303.98,1332.247,854.882,-65.857,193.3768,90.0782
"5542","Portugal",2000,"VM",3895.357,2312.784,1624.096,1085.641,-41.523,205.675,86.4637
"5543","Portugal",2001,"VM",4007.501,2494.81,1552.268,1085.69,-39.577,217.6967,87.6164
"5544","Portugal",2002,"VM",4064.57,2566.266,1547.762,1073.286,-49.458,224.9879,87.3315
"5545","Portugal",2003,"VM",4272.636,2665.722,1641.778,1116.728,-34.864,232.0785,89.3679
"5546","Portugal",2004,"VM",4483.813,2814.309,1722.811,1146.33,-53.307,241.2971,91.1071
"5547","Portugal",2005,"VM",4820.538,2984.535,1887.153,1292.71,-51.15,248.8118,91.6245
"5548","Portugal",2006,"VM",4855.008,2884.736,2017.092,1394.912,-46.82,248.3062,90.3896
"5549","Portugal",2007,"VM",5479.633,3226.969,2297.122,1637.287,-44.458,258.2605,99.9455
"5550","Portugal",2008,"VM",5978.828,3547.782,2455.01,1751.199,-23.964,272.7089,104.4621
"5551","Portugal",2009,"VM",5898.499,3628.199,2322.922,1614.438,-52.622,277.1173,99.5048
"5552","Portugal",2010,"VM",5827.064,3686.301,2204.557,1435.474,-63.794,279.0543,96.5616
"5553","Portugal",2011,"VM",5542.284,3704.392,1885.783,1111.487,-47.891,277.3855,90.0491
"5554","Portugal",2012,"VM",5164.867,3527.05,1661.096,886.125,-23.279,263.5304,87.807
"5555","Portugal",2013,"VM",5269.501,3524.588,1742.543,912.8,2.37,270.7887,82.7606
"5556","Portugal",2014,"VM",5717.308,3730.185,2009.84,1046.385,-22.717,292.5707,85.6919
"5557","Portugal",2015,"VM",5629.288,3918.655,1716.216,778.337,-5.583,306.9408,87.4785
"5558","Portugal",2016,"VM",5976.718,4045.914,1911.365,985.251,19.439,320.8908,91.9425
"5559","Portugal",2017,"VM",6415.303,4340.263,2046.07,1079.994,28.97,341.9602,89.6654
"5560","Slovakia",1995,"VM",489.33,288.316,196.33,119.142,4.684,108.699,33.817
"5561","Slovakia",1996,"VM",729.045,346.29,375.531,213.627,7.224,120.601,34.685
"5562","Slovakia",1997,"VM",830.046,394.341,430.699,297.216,5.006,106.519,37.448
"5563","Slovakia",1998,"VM",918.716,447.365,466.437,282.457,4.914,113.882,40.622
"5564","Slovakia",1999,"VM",1231.133,437.968,787.865,628.394,5.3,107.627,43.313
"5565","Slovakia",2000,"VM",1123.146,547.143,570.333,476.258,5.67,106.006,44.195
"5566","Slovakia",2001,"VM",1113.408,500.996,606.59,504.531,5.822,102.84,46.799
"5567","Slovakia",2002,"VM",1363.754,590.927,767.096,659.514,5.731,98.446,50.042
"5568","Slovakia",2003,"VM",1378.821,571.631,796.401,657.42,10.789,95.312,56.042
"5569","Slovakia",2004,"VM",1565.21,711.976,842.779,718.201,10.455,102.119,65.468
"5570","Slovakia",2005,"VM",1783.755,780.34,997.589,850.974,5.826,110.904,66.814
"5571","Slovakia",2006,"VM",2086.627,816.527,1259.998,1115.334,10.102,119.301,64.95
"5572","Slovakia",2007,"VM",2524.887,982.69,1538.001,1387.902,4.196,131.633,64.764
"5573","Slovakia",2008,"VM",2903.355,1117.738,1785.305,1596.901,0.312,122.578,71.195
"5574","Slovakia",2009,"VM",2859.928,1294.743,1561.356,1376.831,3.829,137.245,79.71
"5575","Slovakia",2010,"VM",2991.411,1253.893,1725.365,1536.857,12.153,131.499,79.423
"5576","Slovakia",2011,"VM",3106.32,1289.004,1804.817,1589.996,12.499,131.029,80.2
"5577","Slovakia",2012,"VM",3214.674,1448.315,1752.516,1526.684,13.843,154.802,80.368
"5578","Slovakia",2013,"VM",3292.543,1618.527,1663.786,1434.186,10.23,150.516,80.472
"5579","Slovakia",2014,"VM",3622.559,1514.366,2099.016,1873.053,9.178,144.375,79.588
"5580","Slovakia",2015,"VM",3858.264,1632.143,2214.209,1962.724,11.912,153.211,78.054
