Year,Entity,Gini_equiv_disposable,Top_10_share_equiv_disposable,Bottom_50_share_equiv_disposable,Gini_equiv_market,Top_10_share_equiv_market,Bottom_50_share_equiv_market,Gini_percap_disposable,Top_10_share_percap_disposable,Bottom_50_share_percap_disposable,Gini_percap_market,Top_10_share_percap_market,Bottom_50_share_percap_market
2013,Georgia,40.2,29.5017,22.6792,48.6,33.0914,16.692700000000002,41.5,31.1431,22.2841,41.5,31.1431,22.2841
2014,Georgia,39.1,28.4883,23.524300000000004,48.8,32.4642,16.6474,41.4,30.3424,22.265700000000002,41.4,30.3424,22.265700000000002
2015,Georgia,39.0,28.9052,23.6258,48.6,32.7786,16.8533,40.699999999999996,31.0457,23.086100000000002,40.699999999999996,31.0457,23.086100000000002
2016,Georgia,39.1,28.1742,23.3243,48.3,31.5786,16.7869,40.699999999999996,30.4178,22.877,40.699999999999996,30.4178,22.877
2017,Georgia,40.9,29.8532,22.6663,50.7,34.5599,15.621500000000001,42.6,31.773,21.867099999999997,42.6,31.773,21.867099999999997
2018,Georgia,37.0,26.2278,24.6544,46.7,30.1669,17.3206,39.2,28.476,23.537,39.2,28.476,23.537
2019,Georgia,37.9,27.1008,24.164,47.8,31.4372,17.0813,40.2,29.6634,23.1802,40.2,29.6634,23.1802
1973,Germany,27.1,22.1788,31.6469,37.7,25.5492,24.5673,29.9,23.8576,29.7136,29.9,23.8576,29.7136
1978,Germany,26.3,21.9791,32.213699999999996,41.5,27.327,21.823900000000002,28.499999999999996,23.3894,30.7327,28.499999999999996,23.3894,30.7327
1981,Germany,24.4,20.2141,33.197799999999994,40.400000000000006,25.1295,21.9403,28.1,22.6011,30.776699999999998,28.1,22.6011,30.776699999999998
1983,Germany,26.0,21.5989,32.2161,41.0,26.4304,21.7137,28.4,23.0864,30.651600000000002,28.4,23.0864,30.651600000000002
1984,Germany,25.5,20.7108,32.6,44.3,27.5295,19.2286,28.599999999999998,22.7341,30.584200000000003,28.599999999999998,22.7341,30.584200000000003
1985,Germany,25.1,20.2849,32.729200000000006,43.3,26.7546,19.7983,27.900000000000002,21.9779,30.826500000000003,27.900000000000002,21.9779,30.826500000000003
1986,Germany,24.6,20.1086,33.0904,42.3,26.0116,20.483999999999998,27.500000000000004,21.9917,31.1567,27.500000000000004,21.9917,31.1567
1987,Germany,25.1,20.4611,32.7992,42.9,26.7118,20.2391,28.000000000000004,22.2652,30.8211,28.000000000000004,22.2652,30.8211
1988,Germany,25.4,20.9183,32.7477,43.2,27.2175,20.1289,28.4,22.6456,30.593899999999998,28.4,22.6456,30.593899999999998
1989,Germany,25.6,21.1632,32.6284,43.2,27.6186,20.3044,28.599999999999998,22.7879,30.4683,28.599999999999998,22.7879,30.4683
1990,Germany,25.8,20.9337,32.2986,42.5,26.7091,20.5942,28.799999999999997,22.8213,30.2975,28.799999999999997,22.8213,30.2975
1991,Germany,26.8,21.1301,31.5156,43.7,27.2927,19.5247,29.599999999999998,23.19,29.7082,29.599999999999998,23.19,29.7082
1992,Germany,26.3,21.1074,31.955800000000004,43.9,27.2353,19.224400000000003,29.099999999999998,23.1142,30.097800000000003,29.099999999999998,23.1142,30.097800000000003
1993,Germany,25.6,20.8598,32.4282,44.0,27.0763,19.136,28.599999999999998,22.8086,30.436,28.599999999999998,22.8086,30.436
1994,Germany,26.200000000000003,21.112,32.0731,45.1,27.7405,18.2557,29.2,22.948,30.025800000000004,29.2,22.948,30.025800000000004
1995,Germany,25.6,20.8353,32.524,45.5,28.0033,17.920499999999997,28.799999999999997,22.7205,30.4268,28.799999999999997,22.7205,30.4268
1996,Germany,25.1,20.6224,32.890299999999996,45.800000000000004,28.0799,17.677500000000002,28.1,22.3463,30.780499999999996,28.1,22.3463,30.780499999999996
1997,Germany,25.1,20.6079,32.8642,46.2,28.1749,17.3625,28.4,22.431,30.5074,28.4,22.431,30.5074
1998,Germany,25.1,20.6927,32.8198,46.1,28.2791,17.5211,28.199999999999996,22.2674,30.6277,28.199999999999996,22.2674,30.6277
1999,Germany,26.1,21.321,32.3281,46.5,28.96,17.4914,29.099999999999998,23.1565,30.2709,29.099999999999998,23.1565,30.2709
2000,Germany,25.900000000000002,21.2385,32.4017,46.9,29.2486,17.1426,28.799999999999997,22.9033,30.385399999999997,28.799999999999997,22.9033,30.385399999999997
2001,Germany,27.0,22.4128,31.9272,48.699999999999996,31.3035,16.250999999999998,30.0,23.928,29.747500000000002,30.0,23.928,29.747500000000002
2002,Germany,27.0,22.1126,31.740099999999998,49.3,31.0887,15.6111,29.9,23.6879,29.7262,29.9,23.6879,29.7262
2003,Germany,26.8,21.9988,31.8671,49.8,31.594,15.178799999999999,29.599999999999998,23.579,30.038800000000002,29.599999999999998,23.579,30.038800000000002
2004,Germany,27.0,22.0487,31.727899999999998,49.9,31.2557,14.9723,29.9,23.6771,29.7576,29.9,23.6771,29.7576
2005,Germany,28.799999999999997,23.3641,30.6926,51.6,32.6282,13.8513,31.5,25.0207,28.820200000000003,31.5,25.0207,28.820200000000003
2006,Germany,28.599999999999998,23.0643,30.796099999999996,51.1,32.0817,14.084900000000001,31.0,24.6404,29.1109,31.0,24.6404,29.1109
2007,Germany,28.599999999999998,23.323,30.709900000000005,51.0,32.498,14.2899,31.0,24.7554,29.212299999999995,31.0,24.7554,29.212299999999995
2008,Germany,28.7,23.3315,30.700200000000002,50.5,32.0512,14.7639,30.8,24.6671,29.2378,30.8,24.6671,29.2378
2009,Germany,28.4,22.6841,30.677699999999998,50.5,31.2979,14.2035,30.5,24.069,29.3846,30.5,24.069,29.3846
2010,Germany,28.7,22.8285,30.462300000000006,50.5,31.2738,14.186599999999999,30.4,24.057,29.4919,30.4,24.057,29.4919
2011,Germany,28.799999999999997,23.1491,30.512999999999998,50.8,31.8862,14.3076,30.599999999999998,24.3809,29.4135,30.599999999999998,24.3809,29.4135
2012,Germany,28.999999999999996,23.1812,30.377200000000002,51.0,32.1452,14.1029,31.0,24.4114,29.046300000000002,31.0,24.4114,29.046300000000002
2013,Germany,29.4,23.5408,30.1354,51.7,32.7019,13.7061,31.4,24.8449,28.8739,31.4,24.8449,28.8739
2014,Germany,28.9,22.6234,30.3352,50.7,31.2619,13.9785,30.8,23.9527,29.062600000000003,30.8,23.9527,29.062600000000003
2015,Germany,29.299999999999997,23.3946,30.2032,51.1,32.1947,14.055,31.4,24.7001,28.8577,31.4,24.7001,28.8577
2016,Germany,29.5,23.3585,30.0693,51.0,32.0199,14.1123,31.5,24.5741,28.7202,31.5,24.5741,28.7202
2017,Germany,29.599999999999998,23.204,30.069799999999997,51.4,32.2744,13.632200000000001,31.6,24.5484,28.748,31.6,24.5484,28.748
2018,Germany,29.799999999999997,24.0043,30.076899999999995,51.2,32.8376,14.2365,31.7,25.1362,28.7909,31.7,25.1362,28.7909
2019,Germany,29.599999999999998,23.714,30.1449,50.8,32.6939,14.6575,31.3,24.7273,29.016699999999997,31.3,24.7273,29.016699999999997
1995,Greece,35.5,25.8993,25.840400000000002,46.400000000000006,30.0594,18.0418,37.2,27.2931,24.8488,37.2,27.2931,24.8488
2000,Greece,33.5,24.5593,26.914099999999998,46.2,29.5147,17.9687,34.300000000000004,25.7129,26.555699999999998,34.300000000000004,25.7129,26.555699999999998
2004,Greece,32.9,24.8548,27.6411,46.2,30.0062,18.3295,33.6,25.5601,27.277299999999997,33.6,25.5601,27.277299999999997
2007,Greece,32.2,24.5698,28.091,48.199999999999996,32.3286,17.1479,33.300000000000004,25.4309,27.5832,33.300000000000004,25.4309,27.5832
2010,Greece,32.7,24.4772,27.6224,50.0,33.0713,15.9152,33.800000000000004,25.2268,27.1181,33.800000000000004,25.2268,27.1181
2013,Greece,33.5,24.9097,27.2436,54.1,35.2992,12.6975,35.4,25.9513,25.9219,35.4,25.9513,25.9219
2016,Greece,32.300000000000004,24.5266,28.0968,51.6,32.6658,13.9512,34.300000000000004,25.4431,26.8938,34.300000000000004,25.4431,26.8938
2006,Guatemala,48.9,37.3697,18.0693,51.6,40.305,16.7184,52.7,40.9895,16.0559,52.7,40.9895,16.0559
2011,Guatemala,51.800000000000004,39.7917,16.802100000000003,53.2,40.7923,15.905899999999999,54.50000000000001,42.4068,15.338000000000001,54.50000000000001,42.4068,15.338000000000001
2014,Guatemala,41.099999999999994,32.9844,23.3864,44.4,34.5943,21.1678,44.4,36.059,21.72,44.4,36.059,21.72
1991,Hungary,29.4,23.1281,30.1615,47.5,30.4319,17.1964,29.599999999999998,23.7603,30.5391,29.599999999999998,23.7603,30.5391
1994,Hungary,32.6,25.6424,28.2605,53.7,34.6768,12.8503,33.2,26.0848,27.9853,33.2,26.0848,27.9853
1999,Hungary,28.999999999999996,23.5848,30.4658,52.300000000000004,33.1377,13.406099999999999,30.099999999999998,24.471,29.992,30.099999999999998,24.471,29.992
2005,Hungary,28.4,23.7667,30.969,52.7,32.9742,12.9172,29.9,24.4374,30.168800000000005,29.9,24.4374,30.168800000000005
2007,Hungary,27.0,22.9929,32.0766,51.9,32.9568,13.8811,28.599999999999998,23.8417,31.089,28.599999999999998,23.8417,31.089
2009,Hungary,26.5,21.6155,32.1804,54.2,32.5665,11.154,28.7,22.2385,30.281100000000002,28.7,22.2385,30.281100000000002
2012,Hungary,28.799999999999997,22.6299,30.3886,55.00000000000001,33.5191,10.7192,31.1,23.4832,28.906,31.1,23.4832,28.906
2015,Hungary,26.400000000000002,21.4717,31.7905,47.8,28.5409,16.1179,27.700000000000003,22.2873,31.1468,27.700000000000003,22.2873,31.1468
2004,Iceland,25.6,21.9598,33.001099999999994,36.7,25.1014,24.954500000000003,27.700000000000003,23.4399,31.6866,27.700000000000003,23.4399,31.6866
2007,Iceland,28.000000000000004,23.835,31.5351,37.6,26.4794,24.6554,29.299999999999997,24.6681,30.706400000000002,29.299999999999997,24.6681,30.706400000000002
2010,Iceland,24.5,20.8318,33.3774,39.4,25.8753,22.6671,26.200000000000003,22.1153,32.484899999999996,26.200000000000003,22.1153,32.484899999999996
2004,India,48.9,36.8834,18.086399999999998,49.8,37.556,17.552799999999998,50.4,38.7741,17.4633,50.4,38.7741,17.4633
2011,India,50.1,38.5346,17.6827,51.5,39.3937,16.7954,51.300000000000004,39.7673,17.097299999999997,51.300000000000004,39.7673,17.097299999999997
1987,Ireland,32.9,24.8292,27.7984,50.4,31.838,14.9134,35.9,27.3685,25.9316,35.9,27.3685,25.9316
1994,Ireland,33.7,25.6587,26.9221,50.9,31.8711,14.285,36.7,28.8488,25.704600000000003,36.7,28.8488,25.704600000000003
1995,Ireland,34.300000000000004,26.4656,26.7656,50.3,32.2628,15.1587,36.8,28.3235,25.5634,36.8,28.3235,25.5634
1996,Ireland,33.1,25.2401,27.3933,49.3,30.9918,15.648299999999999,35.3,27.1989,26.4457,35.3,27.1989,26.4457
2000,Ireland,31.4,23.6242,28.4576,44.3,28.2079,19.4275,33.2,26.188,27.8748,33.2,26.188,27.8748
2002,Ireland,30.7,22.9467,28.8374,46.5,28.8013,17.493000000000002,32.300000000000004,24.9879,28.1938,32.300000000000004,24.9879,28.1938
2003,Ireland,32.4,24.9559,28.0116,49.8,32.2202,15.6721,33.0,25.9794,27.929299999999998,33.0,25.9794,27.929299999999998
2004,Ireland,32.4,25.0124,27.9345,50.9,32.7793,14.6872,33.7,26.671,27.478700000000003,33.7,26.671,27.478700000000003
2005,Ireland,32.300000000000004,25.2934,28.1095,50.9,32.5948,14.697700000000001,33.7,26.7726,27.6774,33.7,26.7726,27.6774
2006,Ireland,31.6,24.3617,28.3463,51.0,32.1677,14.366600000000002,32.7,25.562,27.9762,32.7,25.562,27.9762
2007,Ireland,30.3,23.8805,29.3435,51.2,32.7825,14.5606,31.900000000000002,25.4283,28.667199999999998,31.900000000000002,25.4283,28.667199999999998
2008,Ireland,29.5,22.825,29.7013,53.7,32.9699,11.9708,30.9,24.4185,29.2135,30.9,24.4185,29.2135
2009,Ireland,31.1,23.868,28.9028,57.699999999999996,36.2869,9.278,32.7,25.5298,28.2473,32.7,25.5298,28.2473
2010,Ireland,29.799999999999997,22.6331,29.4891,57.699999999999996,35.5914,8.8249,32.300000000000004,24.9354,28.2374,32.300000000000004,24.9354,28.2374
2011,Ireland,30.5,23.3714,29.107,56.89999999999999,34.3125,9.146,32.800000000000004,25.4205,28.0253,32.800000000000004,25.4205,28.0253
2012,Ireland,30.8,23.6987,28.9436,58.099999999999994,36.0129,8.4795,32.9,25.6259,27.895699999999998,32.9,25.6259,27.895699999999998
2013,Ireland,31.0,23.9886,28.847900000000003,57.4,36.0256,9.3712,33.2,25.8298,27.7737,33.2,25.8298,27.7737
2014,Ireland,29.7,23.0779,29.5564,54.900000000000006,33.8348,10.9901,31.900000000000002,24.9473,28.5691,31.900000000000002,24.9473,28.5691
2015,Ireland,29.799999999999997,23.3954,29.646699999999996,54.400000000000006,34.805,11.8951,31.900000000000002,25.5368,28.7752,31.900000000000002,25.5368,28.7752
2016,Ireland,30.9,24.2717,28.968899999999998,54.2,34.953,12.422699999999999,32.9,25.9376,28.1239,32.9,25.9376,28.1239
2017,Ireland,29.4,23.504,29.997700000000002,53.5,35.4463,13.3209,31.3,25.2442,29.223200000000002,31.3,25.2442,29.223200000000002
2018,Ireland,28.9,23.2285,30.434799999999996,51.9,33.541,14.1609,30.3,24.7278,29.7031,30.3,24.7278,29.7031
2019,Ireland,28.7,23.0303,30.4979,50.5,31.7967,14.6526,30.599999999999998,24.5767,29.4489,30.599999999999998,24.5767,29.4489
1979,Israel,30.4,22.8425,28.8625,41.199999999999996,27.5696,21.4069,36.3,26.8608,25.072100000000002,36.3,26.8608,25.072100000000002
1986,Israel,31.0,23.2942,28.4845,45.300000000000004,30.7595,19.030700000000003,36.5,26.8578,25.000799999999998,36.5,26.8578,25.000799999999998
1992,Israel,30.5,23.124,28.817300000000003,44.3,29.8144,19.552400000000002,35.5,26.87,25.8166,35.5,26.87,25.8166
1997,Israel,33.7,24.9217,26.7346,47.9,32.5949,17.4754,38.1,28.1818,24.0686,38.1,28.1818,24.0686
2001,Israel,35.0,25.8576,25.9078,51.5,34.6338,15.0408,39.1,28.7706,23.4396,39.1,28.7706,23.4396
2002,Israel,35.8,25.7387,25.2704,51.9,34.7149,14.642500000000002,39.900000000000006,28.8452,22.7648,39.900000000000006,28.8452,22.7648
2003,Israel,36.4,25.9278,24.6361,50.9,34.0634,15.1245,40.9,29.4274,22.0157,40.9,29.4274,22.0157
2004,Israel,37.2,26.2986,24.1987,50.2,33.2978,15.549199999999999,41.5,29.3811,21.5615,41.5,29.3811,21.5615
2005,Israel,38.3,27.6761,23.780299999999997,50.5,34.2601,15.658000000000001,42.4,30.4803,21.2253,42.4,30.4803,21.2253
2006,Israel,37.5,26.9571,24.070200000000003,49.7,33.59,16.1303,41.699999999999996,29.7165,21.6225,41.699999999999996,29.7165,21.6225
2007,Israel,36.9,26.3851,24.3875,49.0,32.9439,16.5169,41.199999999999996,29.5349,21.8652,41.199999999999996,29.5349,21.8652
2008,Israel,37.7,27.2458,24.0869,49.5,34.031,16.4994,41.699999999999996,30.0368,21.5609,41.699999999999996,30.0368,21.5609
2009,Israel,38.5,27.3833,23.3703,49.7,33.4416,16.0798,42.4,30.1904,21.03,42.4,30.1904,21.03
2010,Israel,38.3,27.6473,23.6325,50.0,34.6446,16.2938,42.5,30.9504,21.3216,42.5,30.9504,21.3216
2011,Israel,36.9,26.0135,24.2169,48.4,32.2448,16.6814,41.5,29.4974,21.590400000000002,41.5,29.4974,21.590400000000002
2012,Israel,37.5,26.5912,24.101599999999998,47.5,32.4064,17.6126,41.8,29.8112,21.4959,41.8,29.8112,21.4959
2013,Israel,36.4,25.9552,24.9042,46.0,31.82,18.861800000000002,40.300000000000004,28.9649,22.5734,40.300000000000004,28.9649,22.5734
2014,Israel,36.1,25.5453,24.924999999999997,45.6,30.9695,18.7954,40.0,28.2816,22.5966,40.0,28.2816,22.5966
2015,Israel,35.8,25.4026,25.274800000000003,45.300000000000004,30.9097,19.096,39.900000000000006,28.6206,22.847,39.900000000000006,28.6206,22.847
2016,Israel,34.699999999999996,24.4968,25.787300000000002,44.5,30.1656,19.535,39.1,27.8146,23.137999999999998,39.1,27.8146,23.137999999999998
2017,Israel,34.300000000000004,24.0639,26.063899999999997,44.0,29.5146,19.7673,38.3,27.021,23.597,38.3,27.021,23.597
2018,Israel,34.2,24.5572,26.3661,44.1,30.1789,19.9387,38.7,27.6849,23.483800000000002,38.7,27.6849,23.483800000000002
1986,Italy,30.7,23.4525,28.8511,42.1,27.1118,21.7774,32.4,24.1629,27.8976,32.4,24.1629,27.8976
1987,Italy,33.4,24.7995,27.168300000000002,45.6,29.1992,18.8012,34.5,25.4541,26.4463,34.5,25.4541,26.4463
1989,Italy,30.4,23.4494,29.156600000000005,42.9,27.5671,20.427,32.6,25.13,27.8182,32.6,25.13,27.8182
1991,Italy,29.2,22.3794,29.8132,41.8,26.3359,21.0589,31.5,23.8799,28.577799999999996,31.5,23.8799,28.577799999999996
1993,Italy,34.2,25.0722,26.4943,47.599999999999994,30.1451,17.0218,35.5,26.1656,25.884299999999996,35.5,26.1656,25.884299999999996
1995,Italy,34.0,25.2196,26.799999999999997,47.599999999999994,30.3527,17.1348,35.3,26.1842,25.9337,35.3,26.1842,25.9337
1998,Italy,34.8,25.9907,26.483400000000003,48.1,31.0322,16.7915,36.7,27.5709,25.6001,36.7,27.5709,25.6001
2000,Italy,33.4,25.1866,27.239,47.4,30.3871,17.306,35.199999999999996,26.3442,26.2414,35.199999999999996,26.3442,26.2414
2004,Italy,33.2,25.5694,27.4909,49.4,32.1257,16.101799999999997,35.6,27.0271,26.035800000000002,35.6,27.0271,26.035800000000002
2008,Italy,32.6,24.9001,27.8341,47.699999999999996,29.9742,16.8626,34.699999999999996,26.0706,26.4749,34.699999999999996,26.0706,26.4749
2010,Italy,32.300000000000004,24.1793,27.9176,48.5,29.7233,15.925699999999999,34.699999999999996,25.4129,26.3069,34.699999999999996,25.4129,26.3069
2014,Italy,33.1,24.0708,27.2321,54.400000000000006,34.8449,12.3413,35.9,25.6221,25.4634,35.9,25.6221,25.4634
2016,Italy,33.900000000000006,24.5661,26.833199999999998,55.400000000000006,36.1273,11.818,36.3,25.4317,25.0245,36.3,25.4317,25.0245
2008,Japan,32.800000000000004,24.483,27.578699999999998,44.2,28.8306,19.656799999999997,34.8,26.0683,26.4684,34.8,26.0683,26.4684
2010,Japan,30.8,23.6671,29.131500000000003,44.1,29.2604,19.9795,32.1,25.6589,28.901699999999998,32.1,25.6589,28.901699999999998
2013,Japan,31.6,24.6573,28.733800000000002,45.800000000000004,30.5528,18.9187,32.9,26.4159,28.335900000000002,32.9,26.4159,28.335900000000002
2009,Lithuania,36.199999999999996,26.7955,25.649199999999997,52.5,34.3575,13.854099999999999,36.4,27.2636,25.637700000000002,36.4,27.2636,25.637700000000002
2010,Lithuania,32.7,23.912,27.450699999999998,53.0,32.6028,12.5048,32.9,24.5638,27.616,32.9,24.5638,27.616
2011,Lithuania,32.1,23.6022,27.700000000000003,50.9,31.0587,13.8814,32.1,24.4056,28.2305,32.1,24.4056,28.2305
2012,Lithuania,34.599999999999994,25.9924,26.461599999999997,52.7,33.1694,12.9438,34.4,26.3519,26.8995,34.4,26.3519,26.8995
2013,Lithuania,35.0,26.3193,26.2077,51.0,31.9615,14.300699999999999,34.9,26.9143,26.715300000000003,34.9,26.9143,26.715300000000003
2014,Lithuania,37.8,28.3668,24.4905,53.1,34.4333,13.2398,37.2,28.7704,25.439200000000003,37.2,28.7704,25.439200000000003
2015,Lithuania,36.9,27.3753,24.955000000000002,51.4,32.7553,14.1069,37.0,28.4282,25.3388,37.0,28.4282,25.3388
2016,Lithuania,37.5,27.6719,24.6593,51.4,33.3693,14.5795,37.9,29.306,25.0149,37.9,29.306,25.0149
2017,Lithuania,37.1,27.4837,24.854200000000002,51.0,32.9423,14.7885,36.9,28.1923,25.4121,36.9,28.1923,25.4121
2018,Lithuania,35.9,26.3835,25.4807,50.3,31.9519,14.8599,35.4,27.0457,26.2303,35.4,27.0457,26.2303
1985,Luxembourg,23.599999999999998,19.5361,33.7579,37.7,23.2931,24.0208,26.700000000000003,21.5148,31.6458,26.700000000000003,21.5148,31.6458
1991,Luxembourg,23.9,19.9796,34.2817,37.3,24.3836,24.4906,26.8,22.2274,31.804900000000004,26.8,22.2274,31.804900000000004
1994,Luxembourg,23.5,19.5256,33.620400000000004,38.9,24.8212,23.0813,26.900000000000002,21.8513,31.639400000000002,26.900000000000002,21.8513,31.639400000000002
1997,Luxembourg,26.1,21.2849,32.1564,43.1,26.531,19.788800000000002,30.2,23.7992,29.5389,30.2,23.7992,29.5389
2000,Luxembourg,26.200000000000003,21.28,31.9459,42.6,26.8162,20.2409,30.4,23.9086,29.197499999999998,30.4,23.9086,29.197499999999998
2004,Luxembourg,27.0,21.9794,31.7151,45.5,29.1548,18.7235,31.1,24.4779,29.264400000000002,31.1,24.4779,29.264400000000002
2007,Luxembourg,27.700000000000003,22.6912,31.2652,45.4,29.543,18.784299999999998,31.2,25.0148,29.086,31.2,25.0148,29.086
2010,Luxembourg,27.1,21.504,31.2497,45.7,29.0073,18.1545,30.8,23.9141,28.9996,30.8,23.9141,28.9996
2013,Luxembourg,28.299999999999997,22.0757,30.576999999999998,47.5,30.2448,16.9375,32.7,24.4702,27.6056,32.7,24.4702,27.6056
2015,Luxembourg,28.4,22.6944,30.6887,45.0,29.4395,19.0324,32.2,24.7735,28.1892,32.2,24.7735,28.1892
2016,Luxembourg,28.499999999999996,22.4619,30.5671,46.1,29.214,18.0865,31.4,24.0233,28.562700000000003,31.4,24.0233,28.562700000000003
2017,Luxembourg,29.5,22.99,29.9778,48.0,30.2953,16.723399999999998,33.4,24.9169,27.184,33.4,24.9169,27.184
2018,Luxembourg,30.8,24.401,29.2849,47.699999999999996,30.7423,17.1772,34.599999999999994,26.4831,26.7621,34.599999999999994,26.4831,26.7621
2019,Luxembourg,29.599999999999998,23.1281,29.6462,48.3,30.32,16.4043,33.800000000000004,25.6522,27.015500000000003,33.800000000000004,25.6522,27.015500000000003
2011,Mali,45.9,34.3506,19.7567,45.9,34.3506,19.7567,48.0,37.124,19.0634,48.0,37.124,19.0634
2013,Mali,43.9,35.1939,22.0536,43.9,35.1939,22.0536,45.6,36.8873,21.052100000000003,45.6,36.8873,21.052100000000003
2014,Mali,35.3,26.8565,26.3348,35.099999999999994,26.7593,26.432000000000002,37.2,28.9444,25.4094,37.2,28.9444,25.4094
2015,Mali,34.699999999999996,25.8404,26.5027,34.8,25.8433,26.3642,36.1,27.473,25.793999999999997,36.1,27.473,25.793999999999997
2016,Mali,35.199999999999996,26.5521,26.1757,34.8,25.7861,26.358,36.8,28.4106,25.570700000000002,36.8,28.4106,25.570700000000002
2017,Mali,33.6,24.5744,26.8929,33.6,24.3619,26.8547,35.8,26.6635,25.767400000000002,35.8,26.6635,25.767400000000002
2018,Mali,33.900000000000006,25.4785,26.924,34.0,25.5099,26.874700000000004,36.0,28.2321,26.143,36.0,28.2321,26.143
2019,Mali,36.8,27.863,25.2729,36.5,27.5428,25.4103,40.2,31.3002,23.6307,40.2,31.3002,23.6307
2020,Mali,36.5,27.8699,25.6178,36.1,27.4295,25.834600000000002,39.1,29.6282,23.9416,39.1,29.6282,23.9416
1984,Mexico,43.4,32.6324,21.2056,43.5,32.686,21.1661,47.3,35.9073,19.022,47.3,35.9073,19.022
1989,Mexico,46.9,36.5624,19.7388,47.4,36.8479,19.4325,50.8,40.2009,17.6428,50.8,40.2009,17.6428
1992,Mexico,49.9,39.5878,18.269299999999998,50.7,40.0769,17.7487,53.400000000000006,42.647,16.312,53.400000000000006,42.647,16.312
1994,Mexico,50.4,39.736,17.7658,51.7,40.4964,17.0143,54.300000000000004,43.4285,15.6842,54.300000000000004,43.4285,15.6842
1996,Mexico,48.699999999999996,38.1022,18.654400000000003,49.7,38.7502,18.0316,52.5,41.4796,16.5163,52.5,41.4796,16.5163
1998,Mexico,50.5,38.8825,17.3444,51.4,39.3467,16.8324,54.2,42.2971,15.484900000000001,54.2,42.2971,15.484900000000001
2000,Mexico,50.0,38.5941,17.616500000000002,50.5,38.8022,17.2093,53.400000000000006,41.8867,15.9017,53.400000000000006,41.8867,15.9017
2002,Mexico,47.5,36.663,19.207900000000002,49.3,37.3178,17.9689,51.0,40.0418,17.304399999999998,51.0,40.0418,17.304399999999998
2004,Mexico,47.0,36.1813,19.5122,48.8,37.0681,18.3603,50.4,39.4891,18.2089,50.4,39.4891,18.2089
2005,Mexico,46.800000000000004,36.2601,19.5993,48.5,37.1415,18.5808,50.6,39.6078,17.6536,50.6,39.6078,17.6536
2006,Mexico,45.6,35.7817,20.6044,46.9,36.262,19.668799999999997,49.5,39.2662,18.4428,49.5,39.2662,18.4428
2008,Mexico,47.599999999999994,36.4394,18.978900000000003,49.4,37.073,17.6945,50.8,39.4666,17.3328,50.8,39.4666,17.3328
2010,Mexico,45.6,34.7083,20.1702,48.0,35.6668,18.54,49.0,37.8841,18.382399999999997,49.0,37.8841,18.382399999999997
2012,Mexico,46.7,36.0368,19.704,49.0,36.8914,18.025100000000002,50.4,39.7064,17.8415,50.4,39.7064,17.8415
2014,Mexico,46.1,36.4147,20.3642,48.9,37.6174,18.4668,50.1,40.1431,18.292299999999997,50.1,40.1431,18.292299999999997
2016,Mexico,43.4,33.6391,21.688200000000002,46.0,34.8152,19.9265,47.0,36.9989,19.7956,47.0,36.9989,19.7956
2018,Mexico,42.6,33.1634,22.2348,45.0,34.209,20.6522,46.2,36.3917,20.3401,46.2,36.3917,20.3401
1983,Netherlands,25.5,20.4959,32.5994,45.4,28.2333,18.7566,28.4,22.6398,30.814700000000002,28.4,22.6398,30.814700000000002
1987,Netherlands,23.599999999999998,19.6219,33.6896,44.4,27.6755,19.3031,27.3,22.1237,31.456599999999995,27.3,22.1237,31.456599999999995
1990,Netherlands,27.1,21.6276,31.655900000000003,41.0,25.782,21.7241,31.4,24.5491,28.9212,31.4,24.5491,28.9212
1993,Netherlands,26.1,19.9077,31.8592,42.4,25.9541,20.224999999999998,30.5,22.8585,29.177699999999998,30.5,22.8585,29.177699999999998
1999,Netherlands,23.200000000000003,19.2855,34.0011,37.4,24.2704,24.1847,28.1,21.833,30.571,28.1,21.833,30.571
